rank_display,rank,name,country,city,region,overall_score,url,logo,citations_per_paper_score,citations_per_paper_rank,papers_per_faculty_score,papers_per_faculty_rank,academic_reputation_score,academic_reputation_rank,faculty_student_ratio_score,faculty_student_ratio_rank,staff_with_phd_score,staff_with_phd_rank,international_research_network_score,international_research_network_rank,web_impact_score,web_impact_rank,employer_reputation_score,employer_reputation_rank
401+,464,Universidad Tecnológica del Perú,Peru,Lima,Latin America,n/a,https://www.topuniversities.com/universities/universidad-tecnologica-del-peru,https://www.topuniversities.com/sites/default/files/newman-university-college_2100_large.jpg,1.1,201+,17.1,201+,8.5,151+,1.8,201+,n/a,n/a,38.7,201+,15.4,201+,10.5,151+
401+,465,Universidad Técnica de Cotopaxi,Ecuador,Latacunga,Latin America,n/a,https://www.topuniversities.com/universities/universidad-tecnica-de-cotopaxi,https://www.topuniversities.com/sites/default/files/240105113443am346224LOGO-utc-qs-90x90.jpg,3.4,201+,8.8,201+,4.3,151+,8.9,201+,12.9,201+,14.5,201+,24.1,201+,2.7,151+
401+,466,Universidad Técnica de Oruro,Bolivia,Oruro,Latin America,n/a,https://www.topuniversities.com/universities/universidad-tecnica-de-oruro,https://www.topuniversities.com/sites/default/files/universidad-tcnica-de-oruro_592560df9988f300e23209ed_medium.jpg,n/a,n/a,1.6,201+,3.7,151+,2.8,201+,1,201+,n/a,n/a,4.8,201+,6.3,151+
401+,467,Universidad UNIACC,Chile,Santiago,Latin America,n/a,https://www.topuniversities.com/universities/universidad-uniacc,https://www.topuniversities.com/sites/default/files/universidad-uniacc_592560cf2aeae70239af5131_medium.jpg,n/a,n/a,1.2,201+,4,151+,23.6,201+,2.1,201+,n/a,n/a,7.4,201+,5.8,151+
401+,468,Universidad Vasco de Quiroga (UVAQ),Mexico,MÃ©rida,Latin America,n/a,https://www.topuniversities.com/universities/universidad-vasco-de-quiroga-uvaq,https://www.topuniversities.com/sites/default/files/universidad-vasco-de-quiroga-uvaq_592560cf2aeae70239af551c_medium.jpg,n/a,n/a,1.3,201+,2.9,151+,100,3,5.2,201+,n/a,n/a,5,201+,1.1,151+
401+,469,Universidad de America,Colombia,Bogotá,Latin America,n/a,https://www.topuniversities.com/universities/universidad-de-america,,3.1,201+,6.5,201+,3.6,151+,33.4,194,1.3,201+,6.3,201+,8.3,201+,7.8,151+
401+,470,Universidad de El Salvador - UES,El Salvador,San Salvador,Latin America,n/a,https://www.topuniversities.com/universities/universidad-de-el-salvador-ues,https://www.topuniversities.com/sites/default/files/universidad-de-el-salvador-ues_592560cf2aeae70239af54ee_medium.jpg,7.7,201+,1.5,201+,10.5,151+,3.4,201+,1.5,201+,19.8,201+,20.7,201+,26.1,151+
401+,471,Universidad de La Amazonía ,Colombia,Florence,Latin America,n/a,https://www.topuniversities.com/universities/universidad-de-la-amazonia,https://www.topuniversities.com/sites/default/files/universidad-de-la-amazona-_592560cf2aeae70239af54cf_medium.jpg,13.5,201+,9.6,201+,7.9,151+,21,201+,2.2,201+,26.5,201+,8.3,201+,6.8,151+
401+,472,Universidad de Manizales ,Colombia,Manizales,Latin America,n/a,https://www.topuniversities.com/universities/universidad-de-manizales,https://www.topuniversities.com/sites/default/files/universidad-de-manizales-_592560cf2aeae70239af54d5_medium.jpg,2.9,201+,4.6,201+,16.4,151+,4,201+,n/a,n/a,8.2,201+,12.6,201+,4.6,151+
401+,473,Universidad de Occidente (UdeO),Mexico,Los Mochis,Latin America,n/a,https://www.topuniversities.com/universities/universidad-de-occidente-udeo,https://www.topuniversities.com/sites/default/files/universidad-de-occidente-udeo_592560cf2aeae70239af54d7_medium.jpg,n/a,n/a,1.5,201+,2.6,151+,18.1,201+,8.5,201+,n/a,n/a,8.1,201+,4.9,151+
401+,474,Universidad de Pamplona,Colombia,Pamplona,Latin America,n/a,https://www.topuniversities.com/universities/universidad-de-pamplona,https://www.topuniversities.com/sites/default/files/universidad-de-pamplona-_592560cf2aeae70239af54da_medium.jpg,2.6,201+,3.8,201+,14,151+,19,201+,4.2,201+,17.9,201+,13.2,201+,5.2,151+
401+,475,Universidad de los Llanos,Colombia,Villavicencio,Latin America,n/a,https://www.topuniversities.com/universities/universidad-de-los-llanos,https://www.topuniversities.com/sites/default/files/210825034306pm523381universidad-de-los-llanos--592560cf2aeae70239af54d9-large-90x90.jpg,2.2,201+,15.6,201+,4.9,151+,15.3,201+,2.1,201+,15.6,201+,11.5,201+,6.7,151+
401+,476,Universidad del Caribe,Mexico,CancÃºn,Latin America,n/a,https://www.topuniversities.com/universities/universidad-del-caribe,https://www.topuniversities.com/sites/default/files/universidad-del-caribe_592560cf2aeae70239af54e7_medium.jpg,n/a,n/a,7.8,201+,2.2,151+,8.3,201+,42.4,140,n/a,n/a,4.1,201+,5.1,151+
401+,477,Universidad del Caribe (UNICARIBE),Dominican Republic,Santo Domingo,Latin America,n/a,https://www.topuniversities.com/universities/universidad-del-caribe-unicaribe,https://www.topuniversities.com/sites/default/files/240209120218am576867Logo-R-90x90.jpg,n/a,n/a,n/a,n/a,10.5,151+,1.7,201+,2.5,201+,n/a,n/a,7.5,201+,6.1,151+
401+,478,Universidad del Distrito Federal (UDF),Mexico,Mexico City,Latin America,n/a,https://www.topuniversities.com/universities/universidad-del-distrito-federal-udf,https://www.topuniversities.com/sites/default/files/universidad-del-distrito-federal-udf_592560cf2aeae70239af5398_medium.jpg,n/a,n/a,n/a,n/a,n/a,n/a,7.2,201+,n/a,n/a,n/a,n/a,2.7,201+,5.9,151+
401+,479,Universidad del Istmo - UDELISTMO,Panama,Panama City,Latin America,n/a,https://www.topuniversities.com/universities/universidad-del-istmo-udelistmo,https://www.topuniversities.com/sites/default/files/universidad-del-istmo-udelistmo_592560cf2aeae70239af54e8_medium.jpg,n/a,n/a,1.2,201+,9.5,151+,10.5,201+,7.3,201+,n/a,n/a,4.5,201+,12.7,151+
401+,480,Universidad del Noreste (UNE),Mexico,Tampico,Latin America,n/a,https://www.topuniversities.com/universities/universidad-del-noreste-une,https://www.topuniversities.com/sites/default/files/universidad-del-noreste-une_592560cf2aeae70239af54eb_medium.jpg,n/a,n/a,1.8,201+,3.4,151+,39.3,161,5.3,201+,n/a,n/a,5.7,201+,3,151+
401+,481,Universidad del Viña del Mar,Chile,Viña del Mar,Latin America,n/a,https://www.topuniversities.com/universities/universidad-del-vina-del-mar,https://www.topuniversities.com/sites/default/files/universidad-del-via-del-mar_1710_medium.jpg,4,201+,9.3,201+,8.3,151+,33.3,195,3.7,201+,18,201+,10.4,201+,5.5,151+
401+,482,Universidade Bandeirante ,Brazil,São Paulo,Latin America,n/a,https://www.topuniversities.com/universities/universidade-bandeirante,https://www.topuniversities.com/sites/default/files/universidade-bandeirante-_592560cf2aeae70239af5620_medium.jpg,n/a,n/a,1.2,201+,1,151+,2,201+,8.3,201+,n/a,n/a,n/a,n/a,5.3,151+
401+,483,Universidade Candido Mendes,Brazil,Rio de Janeiro,Latin America,n/a,https://www.topuniversities.com/universities/universidade-candido-mendes,,n/a,n/a,4.7,201+,1.5,151+,34.9,184,25.8,201+,n/a,n/a,n/a,n/a,n/a,n/a
401+,484,Universidade Paranaense,Brazil,Umuarama,Latin America,n/a,https://www.topuniversities.com/universities/universidade-paranaense,,9.2,201+,6.8,201+,2.9,151+,24,201+,18.6,201+,3.8,201+,15.9,201+,n/a,n/a
401+,485,Universidade Regional do Noroeste do Estado do Rio Grande do Sul ,Brazil,Ijuí,Latin America,n/a,https://www.topuniversities.com/universities/universidade-regional-do-noroeste-do-estado-do-rio-grande-do-sul,https://www.topuniversities.com/sites/default/files/universidade-regional-do-noroeste-do-estado-do-rio-grande-do-sul-_592560cf2aeae70239af5555_medium.jpg,1.6,201+,17.4,201+,4.6,151+,25.4,201+,36.3,163,1.9,201+,24.6,201+,2.5,151+
401+,486,Universidade Salgado de Oliveira,Brazil,São Gonçalo,Latin America,n/a,https://www.topuniversities.com/universities/universidade-salgado-de-oliveira,,9.4,201+,5.6,201+,2,151+,19.2,201+,30.1,186,7.5,201+,8.7,201+,n/a,n/a
401+,487,Universidade Salvador (UNIFACS),Brazil,Salvador,Latin America,n/a,https://www.topuniversities.com/universities/universidade-salvador-unifacs,https://www.topuniversities.com/sites/default/files/universidade-salvador-unifacs_592560e49988f300e23217de_medium.jpg,55.4,115,12.4,201+,n/a,n/a,2.9,201+,17.7,201+,8.4,201+,18.7,201+,5.3,151+
401+,488,Universidade Santo Amaro ,Brazil,São Paulo,Latin America,n/a,https://www.topuniversities.com/universities/universidade-santo-amaro,https://www.topuniversities.com/sites/default/files/universidade-santo-amaro-_592560cf2aeae70239af561e_medium.jpg,33.8,201+,19.1,201+,n/a,n/a,2.5,201+,35.7,166,11.9,201+,12.8,201+,7.7,151+
401+,489,Universidade Sao Judas Tadeu,Brazil,São Paulo,Latin America,n/a,https://www.topuniversities.com/universities/universidade-sao-judas-tadeu,,13.7,201+,7.6,201+,2.6,151+,3.3,201+,60,104,22.1,201+,12,201+,n/a,n/a
401+,490,Universidade de Taubaté,Brazil,Taubaté,Latin America,n/a,https://www.topuniversities.com/universities/universidade-de-taubate,https://www.topuniversities.com/sites/default/files/universidade-de-taubat_592560cf2aeae70239af5521_medium.jpg,14.1,201+,11.5,201+,1.7,151+,13.1,201+,44.8,134,10,201+,18.6,201+,4.5,151+
401+,491,Universidade do Estado de Mato Grosso,Brazil,Cáceres,Latin America,n/a,https://www.topuniversities.com/universities/universidade-do-estado-de-mato-grosso,,22.2,201+,13.4,201+,6.9,151+,23.1,201+,n/a,n/a,19.1,201+,27.5,184,n/a,n/a
401+,492,University of Belize,Belize,Belize,Latin America,n/a,https://www.topuniversities.com/universities/university-belize,,n/a,n/a,8,201+,1.3,151+,3.3,201+,n/a,n/a,7.1,201+,7.4,201+,7.7,151+
401+,493,University of Cundinamarca,Colombia,Fusagasuga,Latin America,n/a,https://www.topuniversities.com/universities/university-cundinamarca,,53.5,122,5.8,201+,1.9,151+,4.4,201+,28.5,194,1.7,201+,n/a,n/a,10.5,151+
401+,494,University of Technology - Jamaica,Jamaica,Kingston,Latin America,n/a,https://www.topuniversities.com/universities/university-technology-jamaica,,4,201+,4.4,201+,1.4,151+,15.4,201+,n/a,n/a,3.6,201+,10.9,201+,4.4,151+
