rank_display,rank,name,country,city,region,overall_score,url,logo,citations_per_paper_score,citations_per_paper_rank,papers_per_faculty_score,papers_per_faculty_rank,academic_reputation_score,academic_reputation_rank,faculty_student_ratio_score,faculty_student_ratio_rank,staff_with_phd_score,staff_with_phd_rank,international_research_network_score,international_research_network_rank,web_impact_score,web_impact_rank,employer_reputation_score,employer_reputation_rank
151-160,160,Universidade Federal de Campina Grande,Brazil,Campina Grande,Latin America,n/a,https://www.topuniversities.com/universities/universidade-federal-de-campina-grande,https://www.topuniversities.com/sites/default/files/universidade-federal-de-campina-grande_592560cf2aeae70239af5536_medium.jpg,13.4,201+,58.3,83,17,151+,63.4,87,84.9,63,71.3,101,35.9,138,5.4,151+
151-160,161,Universidade do Estado de Santa Catarina,Brazil,Florianópolis,Latin America,n/a,https://www.topuniversities.com/universities/universidade-do-estado-de-santa-catarina,https://www.topuniversities.com/sites/default/files/universidade-do-estado-de-santa-catarina_592560cf2aeae70239af5522_medium.jpg,36.1,192,25.1,182,24.7,151+,29.1,201+,100,1,52.2,161,37.7,126,8.4,151+
161-170,162,Pontifícia Universidade Católica de Campinas,Brazil,Campinas,Latin America,n/a,https://www.topuniversities.com/universities/pontificia-universidade-catolica-de-campinas,https://www.topuniversities.com/sites/default/files/pontifcia-universidade-catlica-de-campinas_592560cf2aeae70239af548b_medium.jpg,40.1,174,32.7,148,26.8,151+,23,201+,79.1,73,16.9,201+,28.3,179,31.9,135
161-170,163,Universidad Autonoma de Yucatan,Mexico,Mérida,Latin America,n/a,https://www.topuniversities.com/universities/universidad-autonoma-de-yucatan,https://www.topuniversities.com/sites/default/files/universidad-autonoma-de-yucatan_592560cf2aeae70239af513b_medium.jpg,43.7,163,36.4,129,35.7,126,15.9,201+,47.8,131,55,143,46.4,95,10.9,151+
161-170,164,Universidad Mayor de San Andrés (UMSA),Bolivia,La Paz,Latin America,n/a,https://www.topuniversities.com/universities/universidad-mayor-de-san-andres-umsa,https://www.topuniversities.com/sites/default/files/universidad-mayor-de-san-andrs-umsa_592560cf2aeae70239af561a_medium.jpg,98,15,9,201+,31.2,142,2.3,201+,5.6,201+,62.5,123,31,166,22.8,151+
161-170,165,Universidad Metropolitana,Venezuela,Caracas,Latin America,n/a,https://www.topuniversities.com/universities/universidad-metropolitana,https://www.topuniversities.com/sites/default/files/universidad-metropolitana_400_medium.jpg,n/a,n/a,3.2,201+,40.8,112,13.9,201+,19.6,201+,9,201+,12.6,201+,77.2,47
161-170,166,Universidad Nacional de Tucumà¡n,Argentina,San Miguel de Tucumán,Latin America,n/a,https://www.topuniversities.com/universities/universidad-nacional-de-tucuman,https://www.topuniversities.com/sites/default/files/universidad-nacional-de-tucumn_592560cf2aeae70239af5123_medium.jpg,31.3,201+,19.6,201+,38.9,117,7.6,201+,8.9,201+,89.9,58,39.3,123,25.6,151+
161-170,167,Universidad Nacional del Centro de la Provincia de Buenos Aires (UNICEN),Argentina,Tandil,Latin America,n/a,https://www.topuniversities.com/universities/universidad-nacional-del-centro-de-la-provincia-de-buenos-aires-unicen,https://www.topuniversities.com/sites/default/files/universidad-nacional-del-centro-de-la-provincia-de-buenos-aires-unicen_592560cf2aeae70239af568f_medium.jpg,13.7,201+,14.2,201+,29.1,151+,92.9,28,3.9,201+,34.9,201+,56.4,65,29.2,147
161-170,168,Universidad de Magallanes,Chile,Punta Arenas,Latin America,n/a,https://www.topuniversities.com/universities/universidad-de-magallanes,https://www.topuniversities.com/sites/default/files/universidad-de-magallanes_592560cf2aeae70239af5132_medium.jpg,99,13,49.9,99,13.3,151+,55,110,8.6,201+,65.3,114,19.4,201+,10.1,151+
161-170,169,"Universidad de Oriente, Santiago de Cuba",Cuba,Santiago de Cuba,Latin America,n/a,https://www.topuniversities.com/universities/universidad-de-oriente-santiago-de-cuba,https://www.topuniversities.com/sites/default/files/universidad-de-oriente-santiago-de-cuba_592560cf2aeae70239af54d8_medium.jpg,4.2,201+,4.4,201+,39.6,114,94.9,21,11.8,201+,34.4,201+,22.4,201+,26.2,151+
161-170,170,Universidade Federal de Alagoas ,Brazil,Maceio,Latin America,n/a,https://www.topuniversities.com/universities/universidade-federal-de-alagoas,https://www.topuniversities.com/sites/default/files/universidade-federal-de-alagoas-_592560cf2aeae70239af5533_medium.jpg,51.2,137,40.7,121,9.3,151+,37.7,166,67.5,87,84.2,72,52.5,76,4.6,151+
161-170,171,Universidade Federal de Sergipe (UFS) ,Brazil,São Christovão,Latin America,n/a,https://www.topuniversities.com/universities/universidade-federal-de-sergipe-ufs,https://www.topuniversities.com/sites/default/files/universidade-federal-de-sergipe-ufs-_592560cf2aeae70239af5542_medium.jpg,33.4,201+,47.7,106,9.3,151+,33.2,196,88.3,57,87.1,64,50.8,80,7.5,151+
171-180,172,Pontifícia Universidade Católica de Minas Gerais,Brazil,Belo Horizonte,Latin America,n/a,https://www.topuniversities.com/universities/pontificia-universidade-catolica-de-minas-gerais,https://www.topuniversities.com/sites/default/files/pontifcia-universidade-catlica-do-minas-gerais_592560cf2aeae70239af548c_medium.jpg,46.8,155,18.4,201+,29.6,150,9.1,201+,44.1,136,39.5,201+,36.2,134,30.3,143
171-180,173,Universidad Bernardo O'Higgins,Chile,Santiago,Latin America,n/a,https://www.topuniversities.com/universities/universidad-bernardo-ohiggins,https://www.topuniversities.com/sites/default/files/universidad-bernardo-ohiggins_5aa25b5e6ee6c81c63496cfc_medium.jpg,12.3,201+,63.2,78,24.8,151+,26.8,201+,29.9,188,59.2,131,13.9,201+,38.1,113
171-180,174,Universidad Católica de Temuco,Chile,Temuco,Latin America,n/a,https://www.topuniversities.com/universities/universidad-catolica-de-temuco,https://www.topuniversities.com/sites/default/files/universidad-catlica-de-temuco_592560cf2aeae70239af54b7_medium.jpg,10.5,201+,99.8,6,25.9,151+,5.8,201+,63.7,97,71.8,100,26.3,201+,11.2,151+
171-180,175,Universidad Central del Ecuador,Ecuador,Quito,Latin America,n/a,https://www.topuniversities.com/universities/universidad-central-del-ecuador,https://www.topuniversities.com/sites/default/files/universidad-central-del-ecuador_592560cf2aeae70239af54be_medium.jpg,32.9,201+,8.3,201+,42.5,108,27.6,201+,1.5,201+,45.6,187,17.8,201+,30.7,141
171-180,176,Universidad Mayor,Chile,Santiago,Latin America,n/a,https://www.topuniversities.com/universities/universidad-mayor,https://www.topuniversities.com/sites/default/files/universidad-mayor_592560cf2aeae70239af512d_medium.jpg,91.2,29,33.5,144,15.2,151+,11,201+,16.2,201+,77.3,87,27.3,186,23.1,151+
171-180,177,Universidad Nacional de Quilmes,Argentina,Bernal,Latin America,n/a,https://www.topuniversities.com/universities/universidad-nacional-de-quilmes,https://www.topuniversities.com/sites/default/files/universidad-nacional-de-quilmes_592560df9988f300e23209d5_medium.jpg,10.7,201+,29.9,159,36.8,123,8.3,201+,66.5,91,58.9,133,43.7,105,13,151+
171-180,178,Universidad Regional Amazónica Ikiam,Ecuador,"Parroquia Muyuna,",Latin America,n/a,https://www.topuniversities.com/universities/universidad-regional-amazonica-ikiam,https://www.topuniversities.com/sites/default/files/240924090049pm216150Logo-Ikiam-200-90x90.jpg,83.6,47,74.3,60,4.3,151+,88.1,36,54,115,36.5,201+,8.6,201+,n/a,n/a
171-180,179,Universidad San Sebastian - Chile,Chile,Santiago,Latin America,n/a,https://www.topuniversities.com/universities/universidad-san-sebastian-chile,https://www.topuniversities.com/sites/default/files/250107062226pm890484ESCUDO-USS-vertical-color-1-90x90.jpg,38.4,179,21.8,199,16,151+,52.2,116,4.9,201+,91.5,53,36.4,132,26.2,151+
171-180,180,Universidade Federal Rural do Rio de Janeiro ,Brazil,Rio de Janeiro,Latin America,n/a,https://www.topuniversities.com/universities/universidade-federal-rural-do-rio-de-janeiro,https://www.topuniversities.com/sites/default/files/universidade-federal-rural-do-rio-de-janeiro-_592560cf2aeae70239af554f_medium.jpg,22.1,201+,61.2,80,12.5,151+,46.8,127,98.1,20,52.1,162,24.7,201+,7.5,151+
171-180,181,Universidade Federal de Alfenas ,Brazil,Alfenas,Latin America,n/a,https://www.topuniversities.com/universities/universidade-federal-de-alfenas,https://www.topuniversities.com/sites/default/files/universidade-federal-de-alfenas-_592560cf2aeae70239af5534_medium.jpg,49.4,146,76.6,58,3,151+,52.8,115,96.9,23,35.5,201+,12.6,201+,10,151+
181-190,182,Federal University of Piauí,Brazil,Teresina,Latin America,n/a,https://www.topuniversities.com/universities/federal-university-piaui,https://www.topuniversities.com/sites/default/files/220907114339am202321Universidade-Federal-Do-Piaui-90x90.jpg,66.9,75,48.3,104,n/a,n/a,36.1,177,95.9,30,67.5,105,30,172,n/a,n/a
181-190,183,Universidad Autonoma Chapingo,Mexico,Texcoco,Latin America,n/a,https://www.topuniversities.com/universities/universidad-autonoma-chapingo,https://www.topuniversities.com/sites/default/files/210811053617am477550UACh-logo-1200-90x90.jpg,6.6,201+,26.1,179,21.3,151+,92.7,31,55.1,112,29.4,201+,13.5,201+,19.5,151+
181-190,184,Universidad Nacional del Comahue,Argentina,Neuquén,Latin America,n/a,https://www.topuniversities.com/universities/universidad-nacional-del-comahue,https://www.topuniversities.com/sites/default/files/universidad-nacional-del-comahue_592560cf2aeae70239af5692_medium.jpg,52.5,128,11.1,201+,29.8,149,44.8,137,n/a,n/a,56.7,140,26.6,195,22.5,151+
181-190,185,Universidad Rafael Landívar (URL),Guatemala,Guatemala City,Latin America,n/a,https://www.topuniversities.com/universities/universidad-rafael-landivar-url,https://www.topuniversities.com/sites/default/files/universidad-rafael-landvar-url_592560cf2aeae70239af57e0_medium.jpg,n/a,n/a,1.1,201+,31.7,141,99.9,8,2.1,201+,3.8,201+,25.6,201+,44.7,98
181-190,186,Universidad de Panamá - UP,Panama,Panama City,Latin America,n/a,https://www.topuniversities.com/universities/universidad-de-panama,https://www.topuniversities.com/sites/default/files/universidad-de-panam-up_592560cf2aeae70239af54db_medium.jpg,40.3,173,3.7,201+,36.8,124,9.5,201+,12.3,201+,47,177,20.1,201+,36.2,121
181-190,187,Universidade Estadual de Santa Cruz,Brazil,Ilhéus,Latin America,n/a,https://www.topuniversities.com/universities/universidade-estadual-de-santa-cruz,,43.3,166,53.4,91,1.2,151+,80.3,50,94.7,40,52,163,n/a,n/a,n/a,n/a
181-190,188,Universidade Estadual do Norte Fluminense Darcy Ribeiro,Brazil,Campos dos Goytacazes,Latin America,n/a,https://www.topuniversities.com/universities/universidade-estadual-do-norte-fluminense-darcy-ribeiro,https://www.topuniversities.com/sites/default/files/universidade-estadual-do-norte-fluminense-_592560cf2aeae70239af5530_medium.jpg,63.8,86,99.2,13,7.1,151+,55,111,20.2,201+,59.4,129,31.3,163,7.3,151+
181-190,189,Universidade Federal do Amazonas-UFAM ,Brazil,Manaus,Latin America,n/a,https://www.topuniversities.com/universities/universidade-federal-do-amazonas-ufam,https://www.topuniversities.com/sites/default/files/universidade-federal-do-amazonas-ufam-_592560cf2aeae70239af5546_medium.jpg,27.2,201+,38.5,125,15.8,151+,27.6,201+,65.2,94,67.3,106,58.4,61,11.4,151+
181-190,190,Universidade Federal do Estado do Rio de Janeiro,Brazil,Rio de Janeiro,Latin America,n/a,https://www.topuniversities.com/universities/universidade-federal-do-estado-do-rio-de-janeiro,https://www.topuniversities.com/sites/default/files/231206043418pm698119logo-unirio-qs-90x90.jpg,23.8,201+,44.3,113,16.8,151+,26.9,201+,95.6,34,45.5,188,22,201+,13.4,151+
181-190,191,Universidade de Passo Fundo ,Brazil,Passo Fundo,Latin America,n/a,https://www.topuniversities.com/universities/universidade-de-passo-fundo,https://www.topuniversities.com/sites/default/files/universidade-de-passo-fundo-_592560cf2aeae70239af551e_medium.jpg,99.4,10,36,133,7.2,151+,11.1,201+,68.1,85,53.7,151,34.8,144,6,151+
191-200,192,"ULACIT - Universidad Latinoamericana de Ciencia y Tecnología, Costa Rica",Costa Rica,San José,Latin America,n/a,https://www.topuniversities.com/universities/ulacit-universidad-latinoamericana-de-ciencia-y-tecnologia-costa-rica,https://www.topuniversities.com/sites/default/files/-ulacit-universidad-latinoamericana-de-ciencia-y-tecnologa-costa-rica_592560cf2aeae70239af4dbb_medium.jpg,n/a,n/a,2.6,201+,36.6,125,42.7,146,6.7,201+,1.7,201+,7.6,201+,63.7,62
191-200,193,Instituto Tecnológico de Santo Domingo (INTEC),Dominican Republic,Santo Domingo,Latin America,n/a,https://www.topuniversities.com/universities/instituto-tecnologico-de-santo-domingo-intec,https://www.topuniversities.com/sites/default/files/241202025447pm764828INTEC-LOGO-COMERCIAL-FULL-RGB-90x90.jpg,100,4,6.3,201+,13,151+,45.9,130,5.4,201+,33.4,201+,16,201+,30.1,144
191-200,194,Universidad Autónoma de Querétaro (UAQ),Mexico,Querétaro,Latin America,n/a,https://www.topuniversities.com/universities/universidad-autonoma-de-queretaro-uaq,https://www.topuniversities.com/sites/default/files/universidad-autnoma-de-quertaro-uaq_592560cf2aeae70239af54a4_medium.jpg,61.4,93,27.3,176,25.4,151+,19.9,201+,28.1,195,37.7,201+,36.8,131,19.9,151+
191-200,195,"Universidad Católica de Córdoba (UCC), Jesuitas",Argentina,Córdoba,Latin America,n/a,https://www.topuniversities.com/universities/universidad-catolica-de-cordoba-ucc-jesuitas,https://www.topuniversities.com/sites/default/files/231204014402pm206077LOGO-UCC-Mesa-de-trabajo-1-90x90.jpg,17.8,201+,6.8,201+,34.7,131,40.3,155,61.5,98,15.2,201+,20,201+,22.9,151+
191-200,196,Universidad Técnica Particular de Loja,Ecuador,Loja,Latin America,n/a,https://www.topuniversities.com/universities/universidad-tecnica-particular-de-loja,https://www.topuniversities.com/sites/default/files/universidad-tcnica-particular-de-loja_592560cf2aeae70239af593c_medium.jpg,19.7,201+,29.4,161,36.9,122,14.8,201+,13.9,201+,63.4,122,41.6,111,20.1,151+
191-200,197,Universidad de la Costa,Colombia,Barranquilla,Latin America,n/a,https://www.topuniversities.com/universities/universidad-de-la-costa,https://www.topuniversities.com/sites/default/files/universidad-de-la-costa_592560e99988f300e23224d2_medium.jpg,95.4,17,92.6,27,8.4,151+,12.5,201+,11.8,201+,93.8,42,13.8,201+,n/a,n/a
191-200,198,Universidad del Azuay,Ecuador,Cuenca,Latin America,n/a,https://www.topuniversities.com/universities/universidad-del-azuay,https://www.topuniversities.com/sites/default/files/universidad-del-azuay_592560cf2aeae70239af54e6_medium.jpg,69.8,69,34.2,142,24.3,151+,12.5,201+,13.5,201+,75.6,93,20.3,201+,12.8,151+
191-200,199,Universidad del Valle de México (UVM),Mexico,Ciudad de México,Latin America,n/a,https://www.topuniversities.com/universities/universidad-del-valle-de-mexico-uvm,https://www.topuniversities.com/sites/default/files/universidad-del-valle-de-mxico-uvm_2670_medium.jpg,75.1,64,2.7,201+,21.8,151+,8.6,201+,4.1,201+,26,201+,11.2,201+,55.6,74
191-200,200,Universidade Federal de São João del-Rei ,Brazil,São João del Rei,Latin America,n/a,https://www.topuniversities.com/universities/universidade-federal-de-sao-joao-del-rei,https://www.topuniversities.com/sites/default/files/universidade-federal-de-so-joo-del-rei-_592560cf2aeae70239af5540_medium.jpg,35.6,195,67.1,70,10,151+,18.5,201+,91.3,51,42.9,201+,44.4,102,10.3,151+
191-200,201,University of the West Indies at Mona,Jamaica,Kingston,Latin America,n/a,https://www.topuniversities.com/universities/university-west-indies-mona,,83.7,45,31.3,156,17.8,151+,21.6,201+,n/a,n/a,91.9,50,8.4,201+,10.7,151+
201-250,202,Centro Federal de Educacao Tecnologica de Minas Gerais,Brazil,Belo Horizonte,Latin America,n/a,https://www.topuniversities.com/universities/centro-federal-de-educacao-tecnologica-de-minas-gerais,,38.4,178,42.2,115,1.3,151+,72.2,66,90.7,54,18.5,201+,n/a,n/a,1,151+
201-250,203,"Instituto Federal de Educação, Ciência e Tecnologia do Paraná - IFPR",Brazil,Paranavaí,Latin America,n/a,https://www.topuniversities.com/universities/instituto-federal-de-educacao-ciencia-e-tecnologia-do-parana-ifpr,https://www.topuniversities.com/sites/default/files/instituto-federal-de-educao-cincia-e-tecnologia-do-paran-ifpr_592560e09988f300e2320bf4_medium.jpg,84.6,43,22.9,194,5.8,151+,41.9,150,48.6,130,26.4,201+,25.5,201+,12.5,151+
201-250,204,Federal University of Grande Dourados,Brazil,Dourados,Latin America,n/a,https://www.topuniversities.com/universities/federal-university-grande-dourados,,44.5,161,57.2,85,1.6,151+,68.3,73,97.8,22,18.2,201+,n/a,n/a,n/a,n/a
201-250,205,Fundación Universidad de Bogotá Jorge Tadeo Lozano,Colombia,Bogotá,Latin America,n/a,https://www.topuniversities.com/universities/fundacion-universidad-de-bogota-jorge-tadeo-lozano,https://www.topuniversities.com/sites/default/files/fundacin-universidad-de-bogot-jorge-tadeo-lozano_592560cf2aeae70239af5482_medium.jpg,35.3,197,31.7,152,34.1,135,21.9,201+,11.3,201+,32.1,201+,26.3,201+,22.1,151+
201-250,206,UNIVERSIDAD NACIONAL PEDRO HENRÍQUEZ UREÑA,Dominican Republic,Santo Domingo,Latin America,n/a,https://www.topuniversities.com/universities/universidad-nacional-pedro-henriquez-urena,https://www.topuniversities.com/sites/default/files/universidad-nacional-pedro-henriquez-urea-unphu-_592560cf2aeae70239af539b_medium.jpg,89.1,32,2.1,201+,7.6,151+,92,33,1.6,201+,17.3,201+,13.4,201+,19.1,151+
201-250,207,Universidad Autónoma de Coahuila (UAdeC),Mexico,Saltillo,Latin America,n/a,https://www.topuniversities.com/universities/universidad-autonoma-de-coahuila-uadec,https://www.topuniversities.com/sites/default/files/universidad-autnoma-de-coahuila-uadec_592560cf2aeae70239af549f_medium.jpg,78.2,56,10.8,201+,7.9,151+,50.8,117,13.3,201+,62.3,124,14.1,201+,4.3,151+
201-250,208,Universidad Autónoma de Guadalajara (UAG),Mexico,Guadalajara,Latin America,n/a,https://www.topuniversities.com/universities/universidad-autonoma-de-guadalajara-uag,https://www.topuniversities.com/sites/default/files/universidad-autnoma-de-guadalajara-uag_592560cf2aeae70239af54a0_medium.jpg,16.2,201+,4.3,201+,40.9,111,49.8,122,6.8,201+,9.4,201+,17.1,201+,24,151+
201-250,209,Universidad Autónoma del Estado de Morelos (UAEM),Mexico,Cuernavaca,Latin America,n/a,https://www.topuniversities.com/universities/universidad-autonoma-del-estado-de-morelos-uaem,https://www.topuniversities.com/sites/default/files/universidad-autnoma-del-estado-de-morelos-uaem_592560cf2aeae70239af54ad_medium.jpg,28.7,201+,16.6,201+,18.1,151+,57.4,104,17.2,201+,65.2,115,19.4,201+,13.9,151+
201-250,210,Universidad Católica de Santiago de Guayaquil,Ecuador,Guayaquil,Latin America,n/a,https://www.topuniversities.com/universities/universidad-catolica-de-santiago-de-guayaquil,https://www.topuniversities.com/sites/default/files/universidad-catlica-de-santiago-de-guayaquil_592560cf2aeae70239af54b4_medium.jpg,42.1,170,19.7,201+,24.9,151+,9.5,201+,7.9,201+,41.8,201+,11.2,201+,35.6,124
201-250,211,Universidad Católica del Maule,Chile,Maule,Latin America,n/a,https://www.topuniversities.com/universities/universidad-catolica-del-maule,https://www.topuniversities.com/sites/default/files/universidad-catlica-del-maule_592560cf2aeae70239af54b8_medium.jpg,21,201+,65.2,74,15.5,151+,27.6,201+,25,201+,88.6,61,27.3,188,11.6,151+
201-250,212,Universidad Central de Chile ,Chile,Santiago,Latin America,n/a,https://www.topuniversities.com/universities/universidad-central-de-chile,https://www.topuniversities.com/sites/default/files/universidad-central-de-chile-_592560cf2aeae70239af54bc_medium.jpg,68.8,71,17.3,201+,25.2,151+,11.1,201+,13.9,201+,43.2,201+,20.4,201+,21,151+
201-250,213,Universidad Científica del Sur,Peru,Lima,Latin America,n/a,https://www.topuniversities.com/universities/universidad-cientifica-del-sur,https://www.topuniversities.com/sites/default/files/universidad-cientfica-del-sur_592560cf2aeae70239af5a3a_medium.jpg,8.8,201+,14.1,201+,25.3,151+,55.3,108,5.1,201+,57.1,138,27,191,31,140
201-250,214,Universidad Distrital Francisco José de Caldas,Colombia,Bogotá,Latin America,n/a,https://www.topuniversities.com/universities/universidad-distrital-francisco-jose-de-caldas,https://www.topuniversities.com/sites/default/files/universidad-distrital-francisco-jose-de-caldas_592560cf2aeae70239af514b_medium.jpg,5.8,201+,21.3,201+,25.8,151+,9.5,201+,13.7,201+,53.7,152,34.2,148,31.3,139
201-250,215,Universidad EIA,Colombia,Envigado,Latin America,n/a,https://www.topuniversities.com/universities/universidad-eia,https://www.topuniversities.com/sites/default/files/240605042723pm546691Logo-EIA-200x200-90x90.jpg,80.3,54,15.7,201+,11,151+,24.2,201+,22.2,201+,12.8,201+,16.5,201+,29.4,145
201-250,216,Universidad El Bosque ,Colombia,Bogotá,Latin America,n/a,https://www.topuniversities.com/universities/universidad-el-bosque,https://www.topuniversities.com/sites/default/files/universidad-el-bosque_2671_medium.jpg,42.5,168,12.5,201+,18.5,151+,59.9,98,5.5,201+,53,158,13.1,201+,19.5,151+
201-250,217,Universidad Francisco Marroquín (UFM)  ,Guatemala,Guatemala City,Latin America,n/a,https://www.topuniversities.com/universities/universidad-francisco-marroquin-ufm,https://www.topuniversities.com/sites/default/files/universidad-francisco-marroqun-ufm-_592560cf2aeae70239af54f3_medium.jpg,15.7,201+,12.7,201+,25.4,151+,14.2,201+,n/a,n/a,25,201+,32.6,157,49.8,88
201-250,218,Universidad Iberoamericana - UNIBE,Dominican Republic,Santo Domingo,Latin America,n/a,https://www.topuniversities.com/universities/universidad-iberoamericana-unibe,https://www.topuniversities.com/sites/default/files/universidad-iberoamericana-unibe_592560cf2aeae70239af54f5_medium.jpg,n/a,n/a,3.8,201+,12.9,151+,62.6,89,58.8,106,4.2,201+,11.8,201+,37.8,114
201-250,219,Universidad Iberoamericana Puebla,Mexico,Puebla,Latin America,n/a,https://www.topuniversities.com/universities/universidad-iberoamericana-puebla,https://www.topuniversities.com/sites/default/files/universidad-iberoamericana-puebla_592560cf2aeae70239af4d06_medium.jpg,15.1,201+,3.2,201+,33.6,137,94,24,n/a,n/a,n/a,n/a,11.9,201+,28.7,148
201-250,220,"Universidad La Salle, México",Mexico,Mexico City,Latin America,n/a,https://www.topuniversities.com/universities/universidad-la-salle-mexico,https://www.topuniversities.com/sites/default/files/240411070955pm553306logo-imagotipo-90x90.jpg,10.2,201+,8.9,201+,29.1,151+,42,149,13.1,201+,5.9,201+,11.1,201+,49,89
201-250,221,Universidad Mayor de San Simón,Bolivia,Cochabamba,Latin America,n/a,https://www.topuniversities.com/universities/universidad-mayor-de-san-simon,https://www.topuniversities.com/sites/default/files/universidad-mayor-de-san-simn-cochabamba-umss_592560cf2aeae70239af561b_medium.jpg,94.6,19,4.2,201+,21.9,151+,2.5,201+,3.7,201+,43.8,198,17.7,201+,16.4,151+
201-250,222,Universidad de San Nicolás de Hidalgo,Mexico,Morelia,Latin America,n/a,https://www.topuniversities.com/universities/universidad-de-san-nicolas-de-hidalgo,https://www.topuniversities.com/sites/default/files/universidad-de-san-nicols-de-hidalgo_592560cf2aeae70239af5500_medium.jpg,23.6,201+,42.2,116,24.8,151+,10.2,201+,36.5,160,76.5,89,52.4,77,7.3,151+
201-250,223,Universidad Nacional Autónoma de Honduras (UNAH),Honduras,Tegucigalpa,Latin America,n/a,https://www.topuniversities.com/universities/universidad-nacional-autonoma-de-honduras-unah,https://www.topuniversities.com/sites/default/files/universidad-nacional-autonoma-de-honduras-unah-_592560cf2aeae70239af5502_medium.jpg,26.1,201+,2.4,201+,33.6,138,13.1,201+,2.8,201+,51,168,21.1,201+,32.1,134
201-250,224,Universidad Nacional de Río Cuarto - UNRC,Argentina,Río Cuarto,Latin America,n/a,https://www.topuniversities.com/universities/universidad-nacional-de-rio-cuarto-unrc,https://www.topuniversities.com/sites/default/files/universidad-nacional-de-ro-cuarto-unrc_592560cf2aeae70239af5127_medium.jpg,49.8,143,10.9,201+,23.8,151+,60.9,95,6.1,201+,46,185,15.8,201+,17.5,151+
201-250,225,Universidad Nacional de San Luis,Argentina,San Luis ,Latin America,n/a,https://www.topuniversities.com/universities/universidad-nacional-de-san-luis,https://www.topuniversities.com/sites/default/files/universidad-nacional-de-san-luis_592560cf2aeae70239af5121_medium.jpg,37.6,182,6.4,201+,20.6,151+,98.1,17,3.2,201+,43.5,200,32.2,161,8.1,151+
201-250,226,Universidad Politécnica Salesiana,Ecuador,Cuenca,Latin America,n/a,https://www.topuniversities.com/universities/universidad-politecnica-salesiana,https://www.topuniversities.com/sites/default/files/240405030540pm518715Isologo-Color-90x90.jpg,5.8,201+,31.1,158,32.5,139,11.1,201+,15.8,201+,35,201+,33.6,152,40,105
201-250,227,Universidad Popular Autónoma del Estado de Puebla (UPAEP),Mexico,Puebla,Latin America,n/a,https://www.topuniversities.com/universities/universidad-popular-autonoma-del-estado-de-puebla-upaep,https://www.topuniversities.com/sites/default/files/universidad-popular-autnoma-del-estado-de-puebla-upaep_592560cf2aeae70239af5510_medium.jpg,11,201+,13.6,201+,30.2,147,29.3,201+,30.2,185,25,201+,23.5,201+,24.8,151+
201-250,228,Universidad Privada Boliviana (UPB),Bolivia,Cochabamba,Latin America,n/a,https://www.topuniversities.com/universities/universidad-privada-boliviana-upb,https://www.topuniversities.com/sites/default/files/211115025237pm217648Logo-Universidad-Privada-Boliviana-90x90.jpeg,37.1,188,4.1,201+,24.1,151+,87.4,37,13.1,201+,12.8,201+,20.1,201+,24.4,151+
201-250,229,Universidad Tecnológica Centroamericana (UNITEC),Honduras,Tegucigalpa,Latin America,n/a,https://www.topuniversities.com/universities/universidad-tecnologica-centroamericana-unitec,https://www.topuniversities.com/sites/default/files/250120053007pm602560Logo-200x200-90x90.jpg,1.3,201+,10.1,201+,28.2,151+,35.6,181,2.9,201+,45.2,191,10.8,201+,34.8,126
201-250,230,Universidad Tecnológica Metropolitana (UTEM),Chile,Santiago,Latin America,n/a,https://www.topuniversities.com/universities/universidad-tecnologica-metropolitana-utem,https://www.topuniversities.com/sites/default/files/universidad-tecnolgica-metropolitana-utem_592560cf2aeae70239af5518_medium.jpg,64.5,81,41.1,118,12.1,151+,12.7,201+,35.6,167,40.4,201+,22.5,201+,20.8,151+
201-250,231,Universidad Tecnológica de Pereira,Colombia,Pereira,Latin America,n/a,https://www.topuniversities.com/universities/universidad-tecnologica-de-pereira,https://www.topuniversities.com/sites/default/files/universidad-tecnolgica-de-pereira_592560cf2aeae70239af514f_medium.jpg,45.1,159,26.3,178,23.6,151+,12.3,201+,20.3,201+,48.2,173,40.1,120,27.2,151+
201-250,232,Universidad UTE,Ecuador,Quito,Latin America,n/a,https://www.topuniversities.com/universities/universidad-ute,https://www.topuniversities.com/sites/default/files/210920032143pm294210LOGO-1-90x90.jpg,100,2,16.9,201+,18.5,151+,26.3,201+,7.6,201+,57.4,136,11.7,201+,14.6,151+
201-250,233,Universidad de Carabobo,Venezuela,Valencia,Latin America,n/a,https://www.topuniversities.com/universities/universidad-de-carabobo,https://www.topuniversities.com/sites/default/files/universidad-de-carabobo_592560cf2aeae70239af54c5_medium.jpg,2,201+,3.7,201+,34.9,129,29.2,201+,15.8,201+,17.6,201+,27.7,182,48.3,91
201-250,234,Universidad de Cartagena ,Colombia,Cartagena,Latin America,n/a,https://www.topuniversities.com/universities/universidad-de-cartagena,https://www.topuniversities.com/sites/default/files/universidad-de-cartagena-_592560cf2aeae70239af54c6_medium.jpg,58,106,36.3,130,24.9,151+,12.6,201+,17.1,201+,54,149,14.1,201+,19.2,151+
201-250,235,Universidad de Córdoba - Colombia,Colombia,Montería,Latin America,n/a,https://www.topuniversities.com/universities/universidad-de-cordoba-colombia,https://www.topuniversities.com/sites/default/files/universidad-de-crdoba-colombia_592560cf2aeae70239af54ca_medium.jpg,9.9,201+,24.7,185,53.5,80,8.9,201+,6.5,201+,32,201+,10.5,201+,19.9,151+
