rank_raw,rank,name,country,overall_score,teaching_score,research_env_score,research_quality_score,industry_score,international_score,url,street_address,locality,region,postal_code,country_address
101–125,101,University of York,United Kingdom,55.9,39.2,41.2,66.6,56.4,93.2,https://www.timeshighereducation.com/world-university-rankings/university-york,Heslington,York,North Yorkshire,YO10 5DD,United Kingdom
101–125,101,Ural Federal University,Russian Federation,55.9,32.9,38.6,86.5,54.5,82.2,https://www.timeshighereducation.com/world-university-rankings/ural-federal-university,19 Mira Street,Ekaterinburg,Sverdlovsk Oblast,620002,Russian Federation
101–125,101,Washington University in St Louis,United States,55.9,49.0,39.5,68.8,63.4,86.1,https://www.timeshighereducation.com/world-university-rankings/washington-university-st-louis,1 Brookings Drive,Saint Louis,Missouri,63130,United States
101–125,101,Xi’an Jiaotong University,China,55.9,39.6,39.5,83.3,98.8,57.3,https://www.timeshighereducation.com/world-university-rankings/xian-jiaotong-university,No.28 Xianning West Road,,Shaanxi,710049,China
126–150,126,Aarhus University,Denmark,52.1,34.7,42.0,71.6,92.7,69.7,https://www.timeshighereducation.com/world-university-rankings/aarhus-university,Nordre Ringgade 1,Aarhus,Jutland,8000,Denmark
126–150,126,George Washington University,United States,52.1,40.3,33.7,78.2,68.6,76.2,https://www.timeshighereducation.com/world-university-rankings/george-washington-university,"['1918 F Street', 'North West']",Washington,District of Columbia,20052,United States
126–150,126,Hamburg University of Technology,Germany,52.1,29.0,26.5,95.7,79.8,64.7,https://www.timeshighereducation.com/world-university-rankings/hamburg-university-technology,Am Schwarzenberg Campus 1,Hamburg,Hamburg,21073,Germany
126–150,126,Harbin Institute of Technology,China,52.1,36.5,37.5,77.4,97.7,46.6,https://www.timeshighereducation.com/world-university-rankings/harbin-institute-technology,92 West Dazhi Street Nangang District,Harbin,Heilongjiang,150001,China
126–150,126,Kyung Hee University,South Korea,52.1,29.3,31.2,80.8,100.0,86.6,https://www.timeshighereducation.com/world-university-rankings/kyung-hee-university,"['26', 'Kyungheedae-ro']",Dongdaemun-gu,11,02447,South Korea
126–150,126,Lebanese American University,Lebanon,52.1,29.9,32.7,96.9,28.2,77.6,https://www.timeshighereducation.com/world-university-rankings/lebanese-american-university,Kraytem Road Chouran,Beirut,Beirut Governorate,1102 2801,Lebanon
126–150,126,Sichuan University,China,52.1,32.3,38.6,76.8,100.0,56.8,https://www.timeshighereducation.com/world-university-rankings/sichuan-university,No. 24 South Section 1 Yihuan Road,Chengdu,Sichuan,610065,China
126–150,126,Sun Yat-sen University,China,52.1,32.2,43.4,77.7,96.6,52.8,https://www.timeshighereducation.com/world-university-rankings/sun-yat-sen-university,"['No 135', 'Xingang West Road']",Guangzhou,Guangdong Province,510275,China
126–150,126,Universitat Autònoma de Barcelona (UAB),Spain,52.1,39.4,38.1,68.2,54.0,75.8,https://www.timeshighereducation.com/world-university-rankings/universitat-autonoma-de-barcelona-uab,"['Placa Civica', 'Bellaterra Cerdanyola del Valles']",Barcelona,B,08193,Spain
126–150,126,University of Alberta,Canada,52.1,26.2,40.0,74.6,97.2,92.7,https://www.timeshighereducation.com/world-university-rankings/university-alberta,116 Street and 85 Avenue,Edmonton,Alberta,T6G 2R3,Canada
126–150,126,University of Auckland,New Zealand,52.1,28.2,31.7,82.0,69.6,90.1,https://www.timeshighereducation.com/world-university-rankings/university-auckland,Private Bag 92019,Auckland,Auckland,1142,New Zealand
126–150,126,University of Cologne,Germany,52.1,40.0,48.1,63.9,59.1,68.7,https://www.timeshighereducation.com/world-university-rankings/university-cologne,Albertus Magnus Platz Building No 100,Cologne,North Rhine Westphalia,D-50923,Germany
126–150,126,University of Essex,United Kingdom,52.1,29.9,31.2,82.3,46.5,97.6,https://www.timeshighereducation.com/world-university-rankings/university-essex,Wivenhoe Park,Colchester,Essex,CO4 3SQ,United Kingdom
126–150,126,University of Georgia (USA),United States,52.1,32.4,46.4,75.3,67.1,46.6,https://www.timeshighereducation.com/world-university-rankings/university-georgia-usa,210 South Jackson Street,Athens,Georgia,30602,United States
126–150,126,University of Hamburg,Germany,52.1,34.2,43.9,72.5,90.6,52.9,https://www.timeshighereducation.com/world-university-rankings/university-hamburg,Mittelweg 177,,Hamburg,20148,Germany
126–150,126,University of Lausanne,Switzerland,52.1,34.7,43.5,61.8,82.1,85.5,https://www.timeshighereducation.com/world-university-rankings/university-lausanne,Unicentre Unil Centre,Lausanne,Vaud,CH 1015,Switzerland
126–150,126,University of São Paulo,Brazil,52.1,53.2,52.2,47.0,92.2,32.6,https://www.timeshighereducation.com/world-university-rankings/university-sao-paulo,"['374', 'Rua da Reitoria Cidade Universitaria']",Sao Paulo,Sao Paulo,05508-220,Brazil
126–150,126,University of Sussex,United Kingdom,52.1,27.7,36.5,81.0,60.8,94.4,https://www.timeshighereducation.com/world-university-rankings/university-sussex,Falmer Sussex House,Brighton,East Sussex,BN1 9RH,United Kingdom
126–150,126,University of Technology Sydney,Australia,52.1,29.3,35.5,76.8,93.7,88.8,https://www.timeshighereducation.com/world-university-rankings/university-technology-sydney,15 Broadway Ultimo,Sydney,New South Wales,2007,Australia
126–150,126,University of Twente,Netherlands,52.1,30.4,30.6,80.0,99.8,89.1,https://www.timeshighereducation.com/world-university-rankings/university-twente,PO Box 217,Enschede,Overijssel Province,7500 AE,Netherlands
126–150,126,Vanderbilt University,United States,52.1,49.6,31.8,74.2,67.1,54.6,https://www.timeshighereducation.com/world-university-rankings/vanderbilt-university,2201 West End Avenue,Nashville,Tennessee,37240,United States
126–150,126,Vrije Universiteit Amsterdam,Netherlands,52.1,36.4,36.6,74.4,68.5,81.2,https://www.timeshighereducation.com/world-university-rankings/vrije-universiteit-amsterdam,De Boelelaan 1105,Amsterdam,Amsterdam,1081 HV,Netherlands
126–150,126,Wuhan University,China,52.1,36.4,31.4,85.8,94.9,47.3,https://www.timeshighereducation.com/world-university-rankings/wuhan-university,Luojiashan Road Wuchang District,Wuhan,Hubei,430072,China
126–150,126,Xiamen University,China,52.1,38.1,34.9,80.8,80.3,44.8,https://www.timeshighereducation.com/world-university-rankings/xiamen-university,422 Siming South Road,Xiamen,Fujian,361005,China
151–175,151,Aston University,United Kingdom,49.9,23.4,21.8,94.9,62.8,90.6,https://www.timeshighereducation.com/world-university-rankings/aston-university,Aston Street,Birmingham,West Midlands,B4 7ET,United Kingdom
151–175,151,Beijing Normal University,China,49.9,37.4,32.6,74.6,94.7,60.2,https://www.timeshighereducation.com/world-university-rankings/beijing-normal-university,No. 19 Xinjiekouwai Street,Haidian District,Beijing,100875,China
151–175,151,Central South University,China,49.9,28.6,29.2,95.3,100.0,46.6,https://www.timeshighereducation.com/world-university-rankings/central-south-university,932 South Lushan Rd Changsha,,Hunan,410083,China
151–175,151,Ghent University,Belgium,49.9,27.7,39.9,75.8,94.3,52.8,https://www.timeshighereducation.com/world-university-rankings/ghent-university,Sint Pietersnieuwstraat 33,Ghent,East Flanders,9000,Belgium
151–175,151,Hong Kong Baptist University,Hong Kong,49.9,27.7,28.6,81.3,70.4,95.1,https://www.timeshighereducation.com/world-university-rankings/hong-kong-baptist-university,Kowloon Tong,Kowloon,Kowloon,,Hong Kong
151–175,151,Johannes Kepler University of Linz,Austria,49.9,28.6,28.6,82.7,91.2,70.4,https://www.timeshighereducation.com/world-university-rankings/johannes-kepler-university-linz,Altenberger Strasse 69,Linz,Bundesland,4040,Austria
151–175,151,King Fahd University of Petroleum and Minerals,Saudi Arabia,49.9,25.7,29.6,87.4,89.4,78.6,https://www.timeshighereducation.com/world-university-rankings/king-fahd-university-petroleum-and-minerals,Academic Belt Road,Dhahran,Eastern Province,31261,Saudi Arabia
151–175,151,KTH Royal Institute of Technology,Sweden,49.9,30.0,38.2,72.1,74.4,75.7,https://www.timeshighereducation.com/world-university-rankings/kth-royal-institute-technology,Brinellvagen 8,Stockholm,,100 44,Sweden
151–175,151,LUT University,Finland,49.9,24.0,32.0,97.3,72.9,54.5,https://www.timeshighereducation.com/world-university-rankings/lut-university,Yliopistonkatu 34,Lappeenranta,,53850,Finland
151–175,151,Macau University of Science and Technology,Macao,49.9,24.5,30.5,79.4,93.5,90.3,https://www.timeshighereducation.com/world-university-rankings/macau-university-science-and-technology,Avenida Wai Long,Taipa,Macao,,Macao
151–175,151,Pusan National University,South Korea,49.9,24.6,28.7,87.1,99.4,75.7,https://www.timeshighereducation.com/world-university-rankings/pusan-national-university,"['2', 'Busandaehakro 63 Beongil']",Geumjeong,26,46241,South Korea
151–175,151,Sant’Anna School of Advanced Studies – Pisa,Italy,49.9,36.8,30.8,84.9,75.5,42.9,https://www.timeshighereducation.com/world-university-rankings/santanna-school-advanced-studies-pisa,['Piazza Martiri della Libertà'],,Pisa,56127,Italy
151–175,151,Sejong University,South Korea,49.9,29.6,23.0,92.8,71.9,67.9,https://www.timeshighereducation.com/world-university-rankings/sejong-university,209 Neungdong-ro Gwangjin-gu,,11,,South Korea
151–175,151,Sunway University,Malaysia,49.9,25.8,25.2,93.3,70.0,85.2,https://www.timeshighereducation.com/world-university-rankings/sunway-university,No 5 Jalan Universiti,Bandar Sunway,10,47500,Malaysia
151–175,151,Swansea University,United Kingdom,49.9,20.9,23.2,98.1,52.5,93.1,https://www.timeshighereducation.com/world-university-rankings/swansea-university,Singleton Park,Swansea,Swansea,SA2 8PP,United Kingdom
151–175,151,Swinburne University of Technology,Australia,49.9,24.2,22.2,97.0,75.2,76.5,https://www.timeshighereducation.com/world-university-rankings/swinburne-university-technology,"['John Street', 'Hawthorn PO Box 218']",Melbourne,Victoria,3122,Australia
151–175,151,Technical University of Berlin,Germany,49.9,30.6,38.5,73.9,100.0,52.0,https://www.timeshighereducation.com/world-university-rankings/technical-university-berlin,Strasse des 17. Juni 135,Berlin,Brandenburg,10623,Germany
151–175,151,Tianjin University,China,49.9,31.4,37.6,76.8,100.0,56.0,https://www.timeshighereducation.com/world-university-rankings/tianjin-university,No 92 Weijin Road Nankai District,Tianjin,Tianjin,300072,China
151–175,151,United Arab Emirates University,United Arab Emirates,49.9,21.8,29.4,90.2,73.3,82.2,https://www.timeshighereducation.com/world-university-rankings/united-arab-emirates-university,Abu Dhabi Al Ain Road Al Muwaiji,Al Ain,Emirate of Abu Dhabi,,United Arab Emirates
151–175,151,Universitat Ramon Llull,Spain,49.9,38.3,26.5,79.8,34.7,80.1,https://www.timeshighereducation.com/world-university-rankings/universitat-ramon-llull,Claravall 1-3,Barcelona,B,08022,Spain
151–175,151,Université Paris-Saclay,France,49.9,39.2,43.6,57.1,70.7,66.4,https://www.timeshighereducation.com/world-university-rankings/universite-paris-saclay,3 Rue Joliot Curie Breguet Building,Gif sur Yvette,Ile de France,91190,France
151–175,151,Universiti Sains Malaysia,Malaysia,49.9,32.1,30.7,83.6,65.0,72.4,https://www.timeshighereducation.com/world-university-rankings/universiti-sains-malaysia,"['Level 1', 'Building E42 Chancellory II Universiti']",George Town,Penang,11800,Malaysia
151–175,151,University of Antwerp,Belgium,49.9,28.7,38.1,73.5,97.1,61.4,https://www.timeshighereducation.com/world-university-rankings/university-antwerp,13 Prinsstraat,Antwerpen,Flanders Region,2000,Belgium
151–175,151,University of Bristol,United Kingdom,49.9,32.1,27.9,81.4,52.4,92.5,https://www.timeshighereducation.com/world-university-rankings/university-bristol,Queens Road Beacon House,Bristol,Bristol,BS8 1QU,United Kingdom
151–175,151,University of Newcastle,Australia,49.9,19.3,23.2,97.0,64.2,93.1,https://www.timeshighereducation.com/world-university-rankings/university-newcastle,University Drive Callaghan,Newcastle,New South Wales,2308,Australia
151–175,151,University of Notre Dame,United States,49.9,31.9,35.0,77.4,66.2,62.7,https://www.timeshighereducation.com/world-university-rankings/university-notre-dame,400 Main Building,Notre Dame,Indiana,46556,United States
151–175,151,University of Sheffield,United Kingdom,49.9,26.7,29.3,85.3,64.5,93.6,https://www.timeshighereducation.com/world-university-rankings/university-sheffield,Western Bank,Sheffield,South Yorkshire,S10 2TN,United Kingdom
151–175,151,University of Strathclyde,United Kingdom,49.9,35.0,31.8,72.1,65.6,89.6,https://www.timeshighereducation.com/world-university-rankings/university-strathclyde,16 Richmond Street,Glasgow,Scotland,G1 1XQ,United Kingdom
176–200,176,Cardiff University,United Kingdom,48.1,28.4,33.8,69.6,66.6,88.8,https://www.timeshighereducation.com/world-university-rankings/cardiff-university,"['Park Place', 'Main Building']",Cardiff,Wales,CF10 3AT,United Kingdom
176–200,176,Carlos III University of Madrid,Spain,48.1,45.1,39.4,52.4,51.7,71.8,https://www.timeshighereducation.com/world-university-rankings/carlos-iii-university-madrid,"['C Madrid', '126']",Getafe,M,28903,Spain
176–200,176,Chalmers University of Technology,Sweden,48.1,26.0,34.4,83.8,81.7,48.7,https://www.timeshighereducation.com/world-university-rankings/chalmers-university-technology,Maskingrand 2,Goteborg,Vastra Gotaland,412 58,Sweden
176–200,176,Free University of Berlin,Germany,48.1,36.2,42.8,58.6,78.6,59.9,https://www.timeshighereducation.com/world-university-rankings/free-university-berlin,Kaiserswerther Street 16-18,Berlin,Berlin,14195,Germany
176–200,176,Huazhong University of Science and Technology,China,48.1,29.5,32.1,84.0,87.2,49.1,https://www.timeshighereducation.com/world-university-rankings/huazhong-university-science-and-technology,1037 Luoyu Road Hongshan District,Wuhan City,Hubei Province,430074,China
176–200,176,Karlsruhe Institute of Technology,Germany,48.1,28.6,38.0,73.2,100.0,49.7,https://www.timeshighereducation.com/world-university-rankings/karlsruhe-institute-technology,Kaiserstrasse 12,Karlsruhe,Baden Wurttemberg,76131,Germany
176–200,176,Korea Advanced Institute of Science and Technology (KAIST),South Korea,48.1,43.3,40.5,56.3,78.5,47.9,https://www.timeshighereducation.com/world-university-rankings/korea-advanced-institute-science-and-technology-kaist,291 Daehak-ro Yuseong-gu,Daejeon,South Chungcheong,34141,South Korea
176–200,176,"Northeastern University, US",United States,48.1,31.9,28.6,75.5,66.2,79.5,https://www.timeshighereducation.com/world-university-rankings/northeastern-university-us,360 Huntington Avenue,Boston,Massachusetts,02115,United States
176–200,176,Qatar University,Qatar,48.1,20.7,28.1,93.0,55.2,79.6,https://www.timeshighereducation.com/world-university-rankings/qatar-university,PO Box 2713,Ad Dawhah,Doha,2713,Qatar
176–200,176,RMIT University,Australia,48.1,25.3,30.2,77.2,75.5,89.9,https://www.timeshighereducation.com/world-university-rankings/rmit-university,124 La Trobe Street,Melbourne,Victoria,3000,Australia
176–200,176,Stockholm University,Sweden,48.1,30.0,40.7,68.5,85.5,57.7,https://www.timeshighereducation.com/world-university-rankings/stockholm-university,Universitetsvagen 10 A,Stockholm,Stockholm County,106 91,Sweden
176–200,176,Temple University,United States,48.1,35.8,28.5,82.2,59.8,49.4,https://www.timeshighereducation.com/world-university-rankings/temple-university,1801 North Broad Street,Philadelphia,Pennsylvania,19122,United States
176–200,176,Universiti Teknologi Malaysia,Malaysia,48.1,32.2,28.6,77.6,72.8,76.9,https://www.timeshighereducation.com/world-university-rankings/universiti-teknologi-malaysia,Johor Bahru,Johor Bahru,01,81310,Malaysia
176–200,176,University of Arizona,United States,48.1,30.9,41.4,75.0,67.9,43.2,https://www.timeshighereducation.com/world-university-rankings/university-arizona,Tucson,Tucson,Arizona,85721,United States
176–200,176,University of Bayreuth,Germany,48.1,25.6,34.2,80.3,97.5,55.6,https://www.timeshighereducation.com/world-university-rankings/university-bayreuth,Universitatsstrasse 30,Bayreuth,Bavaria,95447,Germany
176–200,176,University of Exeter,United Kingdom,48.1,25.7,27.9,80.5,58.1,96.0,https://www.timeshighereducation.com/world-university-rankings/university-exeter,Stocker Road,Exeter,Devon,EX4 4PY,United Kingdom
176–200,176,University of Johannesburg,South Africa,48.1,24.7,33.7,81.6,70.5,74.7,https://www.timeshighereducation.com/world-university-rankings/university-johannesburg,Auckland Park PO Box 524,Johannesburg,Gauteng,2006,South Africa
176–200,176,University of Macau,Macao,48.1,29.0,35.0,69.9,70.5,85.2,https://www.timeshighereducation.com/world-university-rankings/university-macau,Avenida da Universidade,Taipa,Taipa,,Macao
176–200,176,University of Nicosia,Cyprus,48.1,16.7,23.6,95.6,82.6,85.0,https://www.timeshighereducation.com/world-university-rankings/university-nicosia,46 Makedonitissas Avenue P.O. Box 24005,Nicosia,Nicosia,1700,Cyprus
176–200,176,University of Wollongong,Australia,48.1,22.0,30.2,77.1,94.9,90.7,https://www.timeshighereducation.com/world-university-rankings/university-wollongong,Northfields Avenue,Wollongong,New South Wales,2522,Australia
176–200,176,Worcester Polytechnic Institute,United States,48.1,27.7,20.2,95.9,66.9,69.6,https://www.timeshighereducation.com/world-university-rankings/worcester-polytechnic-institute,100 Institute Road,Worcester,Massachusetts,01609-2280,United States
