rank_raw,rank,name,country,overall_score,teaching_score,research_env_score,research_quality_score,industry_score,international_score,url,street_address,locality,region,postal_code,country_address
501–600,501,Institut Agro,France,36.3,34.9,29.4,37.2,62.8,49.9,https://www.timeshighereducation.com/world-university-rankings/institut-agro,42 Rue Scheffer,Paris,Ile-de-France,75116,France
501–600,501,Iqra University,Pakistan,36.3,16.4,8.7,83.5,30.5,53.2,https://www.timeshighereducation.com/world-university-rankings/iqra-university,Road Shaheed-e-Millat Phase 2,Karachi,Sindh Province,75500,Pakistan
501–600,501,Jagiellonian University,Poland,36.3,23.4,32.4,49.6,41.7,38.8,https://www.timeshighereducation.com/world-university-rankings/jagiellonian-university,ul. Golebia 24,Krakow,Lesser Poland Voivodeship,31-007,Poland
501–600,501,Jamia Millia Islamia,India,36.3,26.4,13.4,78.9,34.6,30.9,https://www.timeshighereducation.com/world-university-rankings/jamia-millia-islamia,Jamia Nagar,New Delhi,New Delhi,110025,India
501–600,501,Kaunas University of Technology,Lithuania,36.3,21.5,24.5,65.1,50.0,38.2,https://www.timeshighereducation.com/world-university-rankings/kaunas-university-technology,K Donelaicio Street 73,Kaunas,Kaunas,44249,Lithuania
501–600,501,King Faisal University,Saudi Arabia,36.3,18.1,11.2,64.8,24.9,91.7,https://www.timeshighereducation.com/world-university-rankings/king-faisal-university,PO Box 380,Ahsaa,,3198,Saudi Arabia
501–600,501,Kingston University,United Kingdom,36.3,15.8,13.6,62.8,57.4,93.9,https://www.timeshighereducation.com/world-university-rankings/kingston-university,53–57 High Street River House,Kingston Upon Thames,Surrey,KT1 1LQ,United Kingdom
501–600,501,Kobe University,Japan,36.3,37.1,25.0,36.3,48.7,45.0,https://www.timeshighereducation.com/world-university-rankings/kobe-university,1-1 Rokkodai-cho Nada-ku,Kobe,Hyōgo,657-8501,Japan
501–600,501,Konkuk University,South Korea,36.3,25.4,18.9,42.2,87.1,71.1,https://www.timeshighereducation.com/world-university-rankings/konkuk-university,120 Neungdongro,Gwangjingu,11,05029,South Korea
501–600,501,Leeds Beckett University,United Kingdom,36.3,16.0,14.8,68.3,48.6,73.7,https://www.timeshighereducation.com/world-university-rankings/leeds-beckett-university,Woodhouse Lane,Leeds,West Yorkshire,LS1 3HE,United Kingdom
501–600,501,Mahidol University,Thailand,36.3,16.8,25.3,57.8,92.4,52.3,https://www.timeshighereducation.com/world-university-rankings/mahidol-university,999 Phutthamonthon 4 Road,Salaya,73,73170,Thailand
501–600,501,Mansoura University,Egypt,36.3,12.4,8.8,82.3,45.9,61.6,https://www.timeshighereducation.com/world-university-rankings/mansoura-university,Elgomhouria Street,Mansoura,Dakahlia,35516,Egypt
501–600,501,Middlesex University,United Kingdom,36.3,15.1,16.5,56.6,39.1,94.5,https://www.timeshighereducation.com/world-university-rankings/middlesex-university,"['The Burroughs', 'Hendon']",London,London,NW4 4BT,United Kingdom
501–600,501,Murdoch University,Australia,36.3,14.1,13.8,67.7,36.5,90.8,https://www.timeshighereducation.com/world-university-rankings/murdoch-university,"['90 South Street', 'Murdoch']",Perth,Western Australia,6150,Australia
501–600,501,Nanjing Forestry University,China,36.3,13.6,13.2,80.6,69.3,35.5,https://www.timeshighereducation.com/world-university-rankings/nanjing-forestry-university,"['No159', 'Longpan Road']",Nanjing,Jiangsu,210037,China
501–600,501,Nanjing Normal University,China,36.3,13.8,14.6,78.9,79.5,32.8,https://www.timeshighereducation.com/world-university-rankings/nanjing-normal-university,Gulou,Nanjing,Jiangsu,,China
501–600,501,Nanjing University of Information Science and Technology,China,36.3,11.4,13.4,81.5,55.3,47.4,https://www.timeshighereducation.com/world-university-rankings/nanjing-university-information-science-and-technology,"['No 219', 'Ningliu Road']",Nanjing,Jiangsu,210044,China
501–600,501,Nanjing University of Science and Technology (NJUST),China,36.3,22.5,18.0,72.6,63.3,32.3,https://www.timeshighereducation.com/world-university-rankings/nanjing-university-science-and-technology-njust,200 Xiaolingwei Street Xuanwu district,Nanjing,Jiangsu Province,210094,China
501–600,501,National Chengchi University,Taiwan,36.3,26.8,31.3,33.4,89.9,49.7,https://www.timeshighereducation.com/world-university-rankings/national-chengchi-university,"['No 64', 'Section 2', 'Zhinan Road Wenshan District']",Taipei,Taipei,11605,Taiwan
501–600,501,National Cheng Kung University (NCKU),Taiwan,36.3,23.0,29.4,46.0,97.3,44.2,https://www.timeshighereducation.com/world-university-rankings/national-cheng-kung-university-ncku,No 1 Dasyue Road,Tainan,East District,701,Taiwan
501–600,501,National Sun Yat-Sen University,Taiwan,36.3,25.6,24.3,44.2,89.5,46.7,https://www.timeshighereducation.com/world-university-rankings/national-sun-yat-sen-university,No 70 Lienhai Road,Kaohsiung City,Kaohsiung,804201,Taiwan
501–600,501,"Northeastern University, China",China,36.3,18.9,13.9,73.4,81.8,42.5,https://www.timeshighereducation.com/world-university-rankings/northeastern-university-china,"['No. 11 Lane 3', 'Wenhua Road Heping District']",Shenyang,Liaoning Province,110819,China
501–600,501,North South University,Bangladesh,36.3,13.2,9.8,80.8,40.1,55.1,https://www.timeshighereducation.com/world-university-rankings/north-south-university,Bashundhara,Dhaka,Dhaka Division,1229,Bangladesh
501–600,501,Norwegian University of Life Sciences,Norway,36.3,21.7,17.8,66.8,31.6,55.3,https://www.timeshighereducation.com/world-university-rankings/norwegian-university-life-sciences,Universitetstunet 3 NO-1432 Aas,,,,Norway
501–600,501,Ocean University of China,China,36.3,17.8,11.9,82.0,74.0,31.0,https://www.timeshighereducation.com/world-university-rankings/ocean-university-china,238 Songling Road Laoshan District,Qingdao,Shandong,266100,China
501–600,501,Ontario Tech University,Canada,36.3,10.7,20.7,68.6,68.0,60.5,https://www.timeshighereducation.com/world-university-rankings/ontario-tech-university,2000 Simcoe Street North,Oshawa,Ontario,L1G 0C5,Canada
501–600,501,Paderborn University,Germany,36.3,21.0,25.9,56.4,72.9,50.3,https://www.timeshighereducation.com/world-university-rankings/paderborn-university,100 Warburger Street,33098,North Rhine-Westphalia,33098,Germany
501–600,501,Peter the Great St Petersburg Polytechnic University,Russian Federation,36.3,31.5,22.7,47.4,32.7,61.6,https://www.timeshighereducation.com/world-university-rankings/peter-great-st-petersburg-polytechnic-university,"['29', 'Polytechnicheskaya st.']",Saint Petersburg,Saint Petersburg,195251,Russian Federation
501–600,501,Pukyong National University,South Korea,36.3,22.4,11.0,74.2,46.0,55.9,https://www.timeshighereducation.com/world-university-rankings/pukyong-national-university,45 Yongso-ro Nam-gu,Busan,26,48513,South Korea
501–600,501,Rensselaer Polytechnic Institute,United States,36.3,22.9,18.3,55.4,72.5,70.9,https://www.timeshighereducation.com/world-university-rankings/rensselaer-polytechnic-institute,110 Eighth Street,Troy,New York,12180,United States
501–600,501,Rochester Institute of Technology,United States,36.3,21.0,18.9,59.6,59.4,56.4,https://www.timeshighereducation.com/world-university-rankings/rochester-institute-technology,1 Lomb Memorial Drive,Rochester,New York,14623,United States
501–600,501,Saarland University,Germany,36.3,14.4,15.5,75.0,73.9,46.2,https://www.timeshighereducation.com/world-university-rankings/saarland-university,Saarland University Campus,Saarbrucken,Saarland,66123,Germany
501–600,501,Savitribai Phule Pune University,India,36.3,22.4,9.3,79.6,52.9,25.3,https://www.timeshighereducation.com/world-university-rankings/savitribai-phule-pune-university,Ganeshkhind,Pune,MH,411007,India
501–600,501,Shahid Beheshti University,Iran,36.3,21.4,22.7,61.4,80.7,30.2,https://www.timeshighereducation.com/world-university-rankings/shahid-beheshti-university,Daneshjo Boulevard Shahid Shahriari Square,Tehran,Tehran,1983969411,Iran
501–600,501,Sharda University,India,36.3,18.8,9.5,85.6,17.8,36.2,https://www.timeshighereducation.com/world-university-rankings/sharda-university,Plot No. 32-34 Knowledge Park III,Greater Noida,UP,201306,India
501–600,501,Southern Cross University,Australia,36.3,22.1,19.1,49.0,55.3,77.0,https://www.timeshighereducation.com/world-university-rankings/southern-cross-university,Military Road,East Lismore,New South Wales,2480,Australia
501–600,501,Stevens Institute of Technology,United States,36.3,19.9,14.9,60.6,65.8,79.8,https://www.timeshighereducation.com/world-university-rankings/stevens-institute-technology,1 Castle Point on Hudson,Hoboken,New Jersey,07030,United States
501–600,501,Sukkur IBA University,Pakistan,36.3,16.6,19.2,71.0,34.5,50.8,https://www.timeshighereducation.com/world-university-rankings/sukkur-iba-university,Airport Road,Sukkur,Sindh,,Pakistan
501–600,501,Sumy State University,Ukraine,36.3,20.9,16.5,71.3,21.9,54.4,https://www.timeshighereducation.com/world-university-rankings/sumy-state-university,116 Kharkivska Street,Sumy,Sumy,40007,Ukraine
501–600,501,SUNY University at Albany,United States,36.3,16.8,22.9,57.3,77.7,65.6,https://www.timeshighereducation.com/world-university-rankings/suny-university-albany,1400 Washington Avenue,Albany,New York,12222,United States
501–600,501,Symbiosis International University,India,36.3,21.3,13.8,81.2,34.7,39.7,https://www.timeshighereducation.com/world-university-rankings/symbiosis-international-university,Lavale Mulshi,Pune,MH,412115,India
501–600,501,UiT The Arctic University of Norway,Norway,36.3,15.1,18.3,72.4,47.5,45.9,https://www.timeshighereducation.com/world-university-rankings/uit-arctic-university-norway,Hansine Hansens Veg 18,Tromso,Troms og Finnmark,9037,Norway
501–600,501,Umeå University,Sweden,36.3,17.8,22.5,57.6,59.3,59.2,https://www.timeshighereducation.com/world-university-rankings/umea-university,4 Universitetsorget,Umea,Vasterbotten,901 87,Sweden
501–600,501,Università Cattolica del Sacro Cuore,Italy,36.3,28.4,20.4,57.6,40.1,51.1,https://www.timeshighereducation.com/world-university-rankings/universita-cattolica-del-sacro-cuore,"['Largo A. Gemelli', '1']",,Milano,20123,Italy
501–600,501,Université du Québec,Canada,36.3,20.0,21.7,56.3,65.8,70.3,https://www.timeshighereducation.com/world-university-rankings/universite-du-quebec,475 Rue du Parvis,Quebec City,Quebec,G1K 9H7,Canada
501–600,501,Universiti Malaysia Sarawak (UNIMAS),Malaysia,36.3,21.8,23.9,46.0,98.5,64.1,https://www.timeshighereducation.com/world-university-rankings/universiti-malaysia-sarawak-unimas,Kota Samarahan,Kota Samarahan,13,94300,Malaysia
501–600,501,Universiti Sultan Zainal Abidin,Malaysia,36.3,21.5,14.4,73.6,49.4,53.7,https://www.timeshighereducation.com/world-university-rankings/universiti-sultan-zainal-abidin,Campus Gong Badak Gong Badak,,Terengganu Darul Iman,21300,Malaysia
501–600,501,Universiti Tunku Abdul Rahman (UTAR),Malaysia,36.3,14.4,15.2,76.1,82.5,43.3,https://www.timeshighereducation.com/world-university-rankings/universiti-tunku-abdul-rahman-utar,"['Jalan Universiti', 'Bandar Barat']",Kampar,08,31900,Malaysia
501–600,501,University of Arkansas,United States,36.3,19.9,23.4,69.2,64.5,31.0,https://www.timeshighereducation.com/world-university-rankings/university-arkansas,Administration Building 425,Fayetteville,Arkansas,72701,United States
501–600,501,University of Delaware,United States,36.3,23.9,16.7,60.3,68.5,58.4,https://www.timeshighereducation.com/world-university-rankings/university-delaware,210 South College Avenue,Newark,Delaware,19716,United States
501–600,501,University of Dhaka,Bangladesh,36.3,16.6,12.7,76.7,41.9,47.8,https://www.timeshighereducation.com/world-university-rankings/university-dhaka,Administrative Building Ground Floor,Dhaka,Dhaka,1000,Bangladesh
501–600,501,University of Dundee,United Kingdom,36.3,18.8,16.6,58.9,48.5,93.2,https://www.timeshighereducation.com/world-university-rankings/university-dundee,Nethergate,Dundee,Dundee,DD1 4HN,United Kingdom
501–600,501,University of Eastern Finland,Finland,36.3,17.5,21.9,68.9,60.7,41.6,https://www.timeshighereducation.com/world-university-rankings/university-eastern-finland,Microkatu 1,Kuopio,Eastern Finland Region,70210,Finland
501–600,501,University of Ferrara,Italy,36.3,19.9,19.2,71.8,53.6,33.8,https://www.timeshighereducation.com/world-university-rankings/university-ferrara,35 Via Ludovico Ariosto,Ferrara,Emilia Romagna,44121,Italy
501–600,501,University of Fribourg,Switzerland,36.3,19.2,22.6,48.7,56.6,72.7,https://www.timeshighereducation.com/world-university-rankings/university-fribourg,Avenue de l Europe 20,Fribourg,Canton of Fribourg,1700,Switzerland
501–600,501,University of Genoa,Italy,36.3,24.1,21.6,59.1,70.6,34.9,https://www.timeshighereducation.com/world-university-rankings/university-genoa,"['Via Balbi', '5']",,Genova,16126,Italy
501–600,501,University of Graz,Austria,36.3,23.8,17.5,54.8,54.5,67.6,https://www.timeshighereducation.com/world-university-rankings/university-graz,Universitatsplatz 3,Graz,Styria Province,8010,Austria
501–600,501,University of Guelph,Canada,36.3,18.3,21.8,56.8,63.2,63.8,https://www.timeshighereducation.com/world-university-rankings/university-guelph,50 Stone Road East Guelph,,Ontario,N1G 2W1,Canada
501–600,501,University of Kentucky,United States,36.3,20.2,21.3,62.8,67.9,47.8,https://www.timeshighereducation.com/world-university-rankings/university-kentucky,410 Administration Drive,Lexington,Kentucky,40506,United States
501–600,501,University of Limerick,Ireland,36.3,16.9,18.9,64.0,62.1,59.6,https://www.timeshighereducation.com/world-university-rankings/university-limerick,Castletroy,Limerick,Munster Province,V94 T9PX,Ireland
501–600,501,University of Ljubljana,Slovenia,36.3,15.2,19.7,62.9,72.1,48.9,https://www.timeshighereducation.com/world-university-rankings/university-ljubljana,Kongresni trg 12,Ljubljana,Ljubljana,1000,Slovenia
501–600,501,University of Management and Technology,Pakistan,36.3,14.9,8.8,82.2,26.7,54.9,https://www.timeshighereducation.com/world-university-rankings/university-management-and-technology,C-II,Johar Town,Lahore,,Pakistan
501–600,501,University of Manitoba,Canada,36.3,19.8,18.7,60.3,58.4,61.3,https://www.timeshighereducation.com/world-university-rankings/university-manitoba,66 Chancellors Circle,Winnipeg,Manitoba,R3T 2N2,Canada
501–600,501,University of Milan,Italy,36.3,18.8,22.2,55.6,68.8,52.7,https://www.timeshighereducation.com/world-university-rankings/university-milan,7 Via Festa del Perdono,Milano,Lombardy Region,20122,Italy
501–600,501,University of Nebraska-Lincoln,United States,36.3,17.4,21.4,57.6,68.8,52.1,https://www.timeshighereducation.com/world-university-rankings/university-nebraska-lincoln,1400 R Street,Lincoln,Nebraska,68588,United States
501–600,501,University of North Carolina at Charlotte,United States,36.3,18.8,20.9,65.8,65.7,44.3,https://www.timeshighereducation.com/world-university-rankings/university-north-carolina-charlotte,9201 University City Boulevard,Charlotte,North Carolina,28223,United States
501–600,501,University of Oregon,United States,36.3,19.6,24.8,62.5,61.0,38.8,https://www.timeshighereducation.com/world-university-rankings/university-oregon,1585 East 13th Avenue,Eugene,Oregon,97403,United States
501–600,501,University of Palermo,Italy,36.3,23.0,24.0,57.8,55.2,38.6,https://www.timeshighereducation.com/world-university-rankings/university-palermo,61 Piazza Marina,Palermo,Sicily,90133,Italy
501–600,501,University of Pisa,Italy,36.3,19.5,23.6,66.3,53.9,39.6,https://www.timeshighereducation.com/world-university-rankings/university-pisa,Lungarno Pacinotti 43,,Pisa,56126,Italy
501–600,501,University of Rome III,Italy,36.3,16.6,18.4,73.3,41.4,34.6,https://www.timeshighereducation.com/world-university-rankings/university-rome-iii,"['Via Ostiense', '159']",,Roma,00154,Italy
501–600,501,University of Stirling,United Kingdom,36.3,17.2,17.3,57.4,38.0,86.1,https://www.timeshighereducation.com/world-university-rankings/university-stirling,Stirling,Stirling,Stirling,FK9 4LA,United Kingdom
501–600,501,University of Tartu,Estonia,36.3,18.2,19.3,67.9,58.7,52.8,https://www.timeshighereducation.com/world-university-rankings/university-tartu,Ulikooli 18,Tartu,Tartu,50090,Estonia
501–600,501,University of Utah,United States,36.3,18.6,22.0,65.4,68.2,40.5,https://www.timeshighereducation.com/world-university-rankings/university-utah,201 Presidents Circle,Salt Lake City,Utah,84112-9017,United States
501–600,501,University of Wuppertal,Germany,36.3,22.1,25.3,51.7,70.2,45.7,https://www.timeshighereducation.com/world-university-rankings/university-wuppertal,Gaußstraße 20,,Wuppertal,42119,Germany
501–600,501,University of Zaragoza,Spain,36.3,20.3,15.7,73.0,51.0,36.4,https://www.timeshighereducation.com/world-university-rankings/university-zaragoza,Calle de Pedro Cerbuna 12,,Z,50009,Spain
501–600,501,UWE Bristol (University of the West of England),United Kingdom,36.3,14.9,11.7,70.7,39.1,81.9,https://www.timeshighereducation.com/world-university-rankings/uwe-bristol-university-west-england,Coldharbour Lane,Bristol,Bristol,BS16 1QY,United Kingdom
501–600,501,Verona University,Italy,36.3,12.0,23.0,69.8,55.7,45.6,https://www.timeshighereducation.com/world-university-rankings/verona-university,Via dell'Artigliere 8,,Verona,37129,Italy
501–600,501,Xi’an Jiaotong-Liverpool University,China,36.3,22.5,14.9,60.7,26.7,76.0,https://www.timeshighereducation.com/world-university-rankings/xian-jiaotong-liverpool-university,No.111 Ren'ai Road Suzhou Industrial Park,Suzhou,Jiangsu,215123,China
501–600,501,Zhejiang Gongshang University,China,36.3,15.4,10.9,81.7,43.7,41.8,https://www.timeshighereducation.com/world-university-rankings/zhejiang-gongshang-university,No 18 Xuezheng Street Qiantang District,Hangzhou,Zhejiang,310018,China
601–800,601,AGH University of Krakow,Poland,33.8,24.9,15.3,49.0,61.1,36.2,https://www.timeshighereducation.com/world-university-rankings/agh-university-krakow,al. Mickiewicza 30,Krakow,Lesser Poland Voivodeship,30-059,Poland
601–800,601,Air University,Pakistan,33.8,11.1,8.5,80.5,17.2,50.8,https://www.timeshighereducation.com/world-university-rankings/air-university,Service Road E-9,Islamabad,Islamabad Capital Territory,,Pakistan
601–800,601,Al al-Bayt University,Jordan,33.8,8.6,9.4,87.2,17.5,41.7,https://www.timeshighereducation.com/world-university-rankings/al-al-bayt-university,PO Box 130040,Mafraq,Mafraq Governorate,25113,Jordan
601–800,601,Al-Farabi Kazakh National University,Kazakhstan,33.8,25.9,20.3,40.3,32.1,62.8,https://www.timeshighereducation.com/world-university-rankings/al-farabi-kazakh-national-university,71 Al Farabi Avenue,Almaty,Almaty,050040,Kazakhstan
601–800,601,Al-Zaytoonah University of Jordan,Jordan,33.8,10.7,12.0,80.4,17.2,53.8,https://www.timeshighereducation.com/world-university-rankings/al-zaytoonah-university-jordan,PO Box 130,Amman,Amman Governorate,11733,Jordan
601–800,601,American University in Cairo,Egypt,33.8,19.5,22.2,33.3,60.4,66.7,https://www.timeshighereducation.com/world-university-rankings/american-university-cairo,"['AUC Avenue', 'PO Box 74']",New Cairo,Cairo,11835,Egypt
601–800,601,Anadolu University,Turkey,33.8,15.7,9.4,69.2,26.6,31.3,https://www.timeshighereducation.com/world-university-rankings/anadolu-university,"['Yesiltepe Mahallesi', 'Tepebasi']",Eskisehir,Eskisehir,26470,Turkey
601–800,601,Anglia Ruskin University (ARU),United Kingdom,33.8,12.2,10.2,52.6,17.2,91.1,https://www.timeshighereducation.com/world-university-rankings/anglia-ruskin-university-aru,East Road,Cambridge,Cambridgeshire,CB1 1PT,United Kingdom
601–800,601,Anhui University,China,33.8,11.7,11.2,74.4,63.5,30.1,https://www.timeshighereducation.com/world-university-rankings/anhui-university,"['No 111', 'Jiulong Road Hefei Economic and']",Hefei,Anhui,230601,China
601–800,601,Athens University of Economics and Business,Greece,33.8,18.8,23.7,47.3,66.7,44.2,https://www.timeshighereducation.com/world-university-rankings/athens-university-economics-and-business,"['76', 'Patission Street']",Athens,Athens,10434,Greece
601–800,601,Autonomous University of Madrid,Spain,33.8,26.4,19.3,49.8,57.1,45.7,https://www.timeshighereducation.com/world-university-rankings/autonomous-university-madrid,Ciudad Universitaria,Madrid,M,28049,Spain
601–800,601,Babeş-Bolyai University,Romania,33.8,15.1,15.3,77.9,34.9,38.1,https://www.timeshighereducation.com/world-university-rankings/babes-bolyai-university,Mihail Kogalniceanu nr. 1 RO- 400084,Cluj-Napoca,,,Romania
601–800,601,Bahauddin Zakariya University,Pakistan,33.8,16.2,11.2,69.7,21.0,50.7,https://www.timeshighereducation.com/world-university-rankings/bahauddin-zakariya-university,Bosan Road,Multan,Punjab,,Pakistan
601–800,601,Bahçeşehir University,Turkey,33.8,16.0,15.2,53.6,52.8,54.0,https://www.timeshighereducation.com/world-university-rankings/bahcesehir-university,"['Ciragan Caddesi', 'Osmanpasa Mektebi Sokak No 4-6']",Besiktas,Istanbul,34353,Turkey
601–800,601,Bahria University,Pakistan,33.8,12.5,9.1,77.6,27.8,53.0,https://www.timeshighereducation.com/world-university-rankings/bahria-university,Shangrilla Road Sector E-8,Islamabad,Islamabad Capital Territory,,Pakistan
601–800,601,Banaras Hindu University,India,33.8,29.6,15.9,58.4,39.4,28.0,https://www.timeshighereducation.com/world-university-rankings/banaras-hindu-university,Varanasi,Varanasi,UP,221005,India
601–800,601,Banasthali University,India,33.8,18.7,13.3,73.1,33.7,24.4,https://www.timeshighereducation.com/world-university-rankings/banasthali-university,P.O. Banasthali Vidyapith,Rajasthan,RJ,304022,India
601–800,601,Birmingham City University,United Kingdom,33.8,10.8,10.5,64.2,33.6,94.7,https://www.timeshighereducation.com/world-university-rankings/birmingham-city-university,15 Bartholomew Row University House,Birmingham,West Midlands,B5 5JU,United Kingdom
601–800,601,BRAC University,Bangladesh,33.8,10.7,10.4,67.0,17.2,53.3,https://www.timeshighereducation.com/world-university-rankings/brac-university,66 Mohakhali,,Dhaka,1212,Bangladesh
601–800,601,Brock University,Canada,33.8,13.4,15.3,61.9,28.0,70.8,https://www.timeshighereducation.com/world-university-rankings/brock-university,1812 Sir Isaac Brock Way,Saint Catharines,Ontario,L2S 3A1,Canada
601–800,601,Cairo University,Egypt,33.8,22.7,15.8,60.6,52.5,47.3,https://www.timeshighereducation.com/world-university-rankings/cairo-university,1 Gamaa Street,Giza,Al Jizah Muhafazah,12613,Egypt
601–800,601,Cardiff Metropolitan University,United Kingdom,33.8,19.8,10.9,57.7,17.2,88.5,https://www.timeshighereducation.com/world-university-rankings/cardiff-metropolitan-university,200 Western Avenue,Cardiff,South Glamorgan,CF5 2YB,United Kingdom
601–800,601,Carleton University,Canada,33.8,16.5,18.3,55.2,40.6,78.2,https://www.timeshighereducation.com/world-university-rankings/carleton-university,1125 Colonel By Drive,Ottawa,Ontario,K1S 5B6,Canada
601–800,601,Changsha University of Science and Technology,China,33.8,11.6,11.4,72.9,82.6,28.1,https://www.timeshighereducation.com/world-university-rankings/changsha-university-science-and-technology,960 2nd Section Wanjiali South Road,Changsha,Hunan,410004,China
601–800,601,Charles Sturt University,Australia,33.8,12.9,14.4,61.0,66.6,67.5,https://www.timeshighereducation.com/world-university-rankings/charles-sturt-university,Panorama Avenue,Bathurst,New South Wales,NSW 2795,Australia
601–800,601,"China University of Petroleum, Beijing",China,33.8,19.5,17.8,48.6,88.7,33.2,https://www.timeshighereducation.com/world-university-rankings/china-university-petroleum-beijing,"['No 18', 'Fuxue Road Changping District']",Beijing,Beijing,102249,China
601–800,601,Chonnam National University,South Korea,33.8,23.4,20.4,44.3,49.3,53.3,https://www.timeshighereducation.com/world-university-rankings/chonnam-national-university,77 Yongbong-ro Buk-gu,,29,61186,South Korea
601–800,601,"Colorado State University, Fort Collins",United States,33.8,19.9,16.4,60.3,61.7,43.8,https://www.timeshighereducation.com/world-university-rankings/colorado-state-university-fort-collins-0,900 Oval Drive,Fort Collins,Colorado,80523,United States
601–800,601,Concordia University,Canada,33.8,15.4,15.3,60.4,65.2,71.6,https://www.timeshighereducation.com/world-university-rankings/concordia-university,1455 De Maisonneuve Boulevard West,Montreal,Quebec,H3G 1M8,Canada
601–800,601,Covenant University,Nigeria,33.8,22.0,26.9,52.4,61.0,34.4,https://www.timeshighereducation.com/world-university-rankings/covenant-university,KM 10 Idiroko Road Canaan Land,Ota,OG,112104,Nigeria
601–800,601,CY Cergy Paris University,France,33.8,38.8,25.8,17.9,39.6,83.4,https://www.timeshighereducation.com/world-university-rankings/cy-cergy-paris-university,33 Boulevard du Port,Cergy Pontoise,Ile de France,95011,France
601–800,601,Czech University of Life Sciences Prague (CZU),Czechia,33.8,15.4,14.6,59.6,45.9,72.4,https://www.timeshighereducation.com/world-university-rankings/czech-university-life-sciences-prague-czu,Kamýcká 129,165 21 Praha 6,Suchdol,,Czechia
601–800,601,Daffodil International University (DIU),Bangladesh,33.8,12.8,9.7,77.3,21.4,61.8,https://www.timeshighereducation.com/world-university-rankings/daffodil-international-university-diu,Daffodil Smart City Birulia,Savar,Dhaka,1216,Bangladesh
601–800,601,Delhi Technological University,India,33.8,17.3,17.6,64.2,52.4,20.0,https://www.timeshighereducation.com/world-university-rankings/delhi-technological-university,Main Bawana Road,Shahbad Daulatpur,DL,DL - 42,India
601–800,601,Duy Tan University,Vietnam,33.8,9.2,9.0,83.2,29.0,56.4,https://www.timeshighereducation.com/world-university-rankings/duy-tan-university,254 Nguyen Van Linh,Danang,Danang Province,,Vietnam
601–800,601,East China University of Science and Technology,China,33.8,14.0,13.2,68.5,68.4,36.3,https://www.timeshighereducation.com/world-university-rankings/east-china-university-science-and-technology,130 Meilong Road Xuhui District,Shanghai City,Shanghai,200237,China
601–800,601,Ege University,Turkey,33.8,22.0,19.4,59.4,71.1,34.1,https://www.timeshighereducation.com/world-university-rankings/ege-university,Bornova,Bornova,Izmir,35100,Turkey
601–800,601,Federal University of Minas Gerais,Brazil,33.8,31.5,27.0,27.4,69.4,28.2,https://www.timeshighereducation.com/world-university-rankings/federal-university-minas-gerais,"['Av. Antonio Carlos', '6627 Pampulha']",,Belo Horizonte,31270-901,Brazil
601–800,601,Federal University of Technology Akure,Nigeria,33.8,25.7,12.2,55.4,30.6,49.5,https://www.timeshighereducation.com/world-university-rankings/federal-university-technology-akure,Ilesha Akure Expressway PMB 704,Akure,Ondo State,340252,Nigeria
601–800,601,Federation University Australia,Australia,33.8,16.9,14.0,50.6,38.1,76.2,https://www.timeshighereducation.com/world-university-rankings/federation-university-australia,University Drive PO Box 663,Mount Helen,Victoria,3350,Australia
601–800,601,Gabriele d‘Annunzio University,Italy,33.8,14.2,12.3,68.8,31.1,36.8,https://www.timeshighereducation.com/world-university-rankings/gabriele-dannunzio-university,Via dei Vestini 31,Chieti,Abruzzo,66100,Italy
601–800,601,Galgotias University,India,33.8,17.0,8.7,76.9,23.4,32.4,https://www.timeshighereducation.com/world-university-rankings/galgotias-university,"['Plot No.2', 'Sector 17-A Yamuna Expressway']",Gautam Buddh Nagar,UP,,India
601–800,601,Gdańsk University of Technology,Poland,33.8,16.1,17.8,63.2,38.1,41.7,https://www.timeshighereducation.com/world-university-rankings/gdansk-university-technology,11/12 Gabriela Narutowicza Str,Gdansk,Gdansk,80233,Poland
601–800,601,Glasgow Caledonian University,United Kingdom,33.8,12.1,9.5,56.5,59.2,77.4,https://www.timeshighereducation.com/world-university-rankings/glasgow-caledonian-university,70 Cowcaddens Road,Glasgow,Scotland,G4 0BA,United Kingdom
601–800,601,GLA University,India,33.8,14.3,10.9,82.7,25.7,24.6,https://www.timeshighereducation.com/world-university-rankings/gla-university,"['17km Stone', 'NH-19 Mathura-Delhi Road P.O']",Mathura,U.P.,281 406,India
601–800,601,Government College University Faisalabad,Pakistan,33.8,11.6,10.3,77.7,17.2,50.2,https://www.timeshighereducation.com/world-university-rankings/government-college-university-faisalabad,Allama Iqbal Road,Faisalabad,Punjab Province,,Pakistan
601–800,601,Guangdong University of Technology,China,33.8,11.9,12.1,65.3,68.6,30.8,https://www.timeshighereducation.com/world-university-rankings/guangdong-university-technology,No. 100 Waihuan Xi Road Panyu District,Guangzhou,Guangdong,510006,China
601–800,601,Harbin Engineering University,China,33.8,16.4,13.9,60.1,73.1,27.0,https://www.timeshighereducation.com/world-university-rankings/harbin-engineering-university,145 Nantong Street Nangang District,Harbin,Heilongjiang,150001,China
601–800,601,Hungarian University of Agriculture and Life Sciences,Hungary,33.8,18.3,10.6,62.0,17.2,64.8,https://www.timeshighereducation.com/world-university-rankings/hungarian-university-agriculture-and-life-sciences,2100 Godollo Pater Karoly utca 1,Godollo,Pest County,2100,Hungary
