rank_display,rank,name,country,city,region,overall_score,url,logo,citations_per_paper_score,citations_per_paper_rank,papers_per_faculty_score,papers_per_faculty_rank,academic_reputation_score,academic_reputation_rank,faculty_student_ratio_score,faculty_student_ratio_rank,staff_with_phd_score,staff_with_phd_rank,international_research_network_score,international_research_network_rank,web_impact_score,web_impact_rank,employer_reputation_score,employer_reputation_rank
159,181,Universidad de La Salle,Colombia,Bogotá,Latin America,n/a,https://www.topuniversities.com/universities/universidad-de-la-salle,https://www.topuniversities.com/sites/default/files/universidad-de-la-salle_592560cf2aeae70239af5154_medium.jpg,5.7,=165,18.5,=179,34.9,98,19.8,=150,32.4,147,14.8,=170,22.7,=161,27.3,=108
159,182,Universidad de Los Lagos,Chile,Osorno,Latin America,n/a,https://www.topuniversities.com/universities/universidad-de-los-lagos,https://www.topuniversities.com/sites/default/files/universidad-de-los-lagos_592560cf2aeae70239af54d4_medium.jpg,25.7,=165,79.2,51,13.3,=114,9.4,=150,39.2,128,59.4,112,30.1,138,8.8,=108
159,183,Universidad de San Buenaventura,Colombia,Bogotá,Latin America,n/a,https://www.topuniversities.com/universities/universidad-de-san-buenaventura,https://www.topuniversities.com/sites/default/files/universidad-de-san-buenaventura_592560cf2aeae70239af54e2_medium.jpg,24.6,=165,10.5,=179,14.9,=114,90.7,21,25.2,=166,38.7,=170,8.5,=161,9.7,=108
159,184,Universidad de San Martín de Porres,Peru,Lima,Latin America,n/a,https://www.topuniversities.com/universities/universidad-de-san-martin-de-porres,https://www.topuniversities.com/sites/default/files/universidad-de-san-martn-de-porres_592560cf2aeae70239af5159_medium.jpg,5.2,=165,8.9,=179,27.6,=114,8.4,=150,16.1,=166,65.1,102,22.1,=161,38.3,83
159,185,Universidad de Santander - UDES,Colombia,Bucaramanga,Latin America,n/a,https://www.topuniversities.com/universities/universidad-de-santander-udes,https://www.topuniversities.com/sites/default/files/universidad-de-santander-udes_592560cf2aeae70239af54e4_medium.jpg,82.1,43,8.8,=179,19.7,=114,35.7,130,3,=166,46.6,154,13.5,=161,20.9,=108
159,186,Universidad de las Fuerzas Armadas ESPE (Ex - Escuela Politécnica del Ejército),Ecuador,Sangolquí,Latin America,n/a,https://www.topuniversities.com/universities/universidad-de-las-fuerzas-armadas-espe-ex-escuela-politecnica-del-ejercito,https://www.topuniversities.com/sites/default/files/universidad-de-las-fuerzas-armadas-espe-ex-escuela-politcnica-del-ejrcito_592560cf2aeae70239af565d_medium.jpg,7.2,=165,24.4,168,30.4,111,20.9,=150,11.4,=166,45.5,161,25.3,=161,35.7,89
159,187,Universidad del Atlántico,Colombia,Barranquilla,Latin America,n/a,https://www.topuniversities.com/universities/universidad-del-atlantico,https://www.topuniversities.com/sites/default/files/universidad-del-atlntico_592560cf2aeae70239af54e5_medium.jpg,89.2,26,13.1,=179,24.3,=114,8.9,=150,5.5,=166,53.3,133,22.3,=161,12.3,=108
159,188,Universidad del Cauca,Colombia,Popayan,Latin America,n/a,https://www.topuniversities.com/universities/universidad-del-cauca,https://www.topuniversities.com/sites/default/files/universidad-del-cauca_592560cf2aeae70239af514c_medium.jpg,17.9,=165,28.2,155,38.3,90,17.2,=150,10.3,=166,46.1,156,41,93,14,=108
159,189,Universidade Estadual de Feira de Santana,Brazil,Feira de Santana,Latin America,n/a,https://www.topuniversities.com/universities/universidade-estadual-de-feira-de-santana,https://www.topuniversities.com/sites/default/files/universidade-estadual-de-feira-de-santana_592560cf2aeae70239af58a4_medium.jpg,22.7,=165,32.3,140,8.7,=114,62.5,62,85.6,59,24.9,=170,18.7,=161,n/a,n/a
159,190,Universidade Estadual do Oeste do Paraná,Brazil,Foz do Iguaçu,Latin America,n/a,https://www.topuniversities.com/universities/universidade-estadual-do-oeste-do-parana,https://www.topuniversities.com/sites/default/files/universidade-estadual-do-oeste-do-paran_592560cf2aeae70239af5531_medium.jpg,46.3,127,35.9,125,11.4,=114,81.1,31,50.6,107,32.4,=170,30.7,135,2.5,=108
159,191,Universidade Federal do Maranhão,Brazil,São Luís,Latin America,n/a,https://www.topuniversities.com/universities/universidade-federal-do-maranhao,https://www.topuniversities.com/sites/default/files/universidade-federal-do-maranho_592560cf2aeae70239af554b_medium.jpg,19.2,=165,34.8,129,9.4,=114,26.2,=150,73.9,71,67.9,90,51.2,63,14.3,=108
159,192,Universidade Federal do Pampa (UNIPAMPA),Brazil,Bagé,Latin America,n/a,https://www.topuniversities.com/universities/universidade-federal-do-pampa-unipampa,https://www.topuniversities.com/sites/default/files/universidade-federal-do-pampa-unipampa_592560e09988f300e2320bfa_medium.jpg,28.8,=165,38.1,118,4.2,=114,43.4,105,92.4,47,40.9,=170,32.1,131,4.5,=108
159,193,Universidade Federal dos Vales do Jequitinhonha e Mucuri ,Brazil,Teófilo Otoni,Latin America,n/a,https://www.topuniversities.com/universities/universidade-federal-dos-vales-do-jequitinhonha-e-mucuri,https://www.topuniversities.com/sites/default/files/universidade-federal-dos-vales-do-jequitinhonha-e-mucuri-_592560cf2aeae70239af554e_medium.jpg,29.5,=165,48.2,100,1.9,=114,61.4,64,84.8,62,33.6,=170,30.4,136,7.7,=108
159,194,Universidade de Fortaleza (University of Fortaleza),Brazil,Fortaleza,Latin America,n/a,https://www.topuniversities.com/universities/universidade-de-fortaleza-university-fortaleza,https://www.topuniversities.com/sites/default/files/universidade-de-fortaleza-university-of-fortaleza_592560e09988f300e2320ae6_medium.jpg,99.4,8,33.8,134,5.6,=114,15.8,=150,48.7,112,35.5,=170,36.1,110,6.7,=108
159,195,Universidade de Santa Cruz do Sul,Brazil,Santa Cruz do Sul,Latin America,n/a,https://www.topuniversities.com/universities/universidade-de-santa-cruz-do-sul,https://www.topuniversities.com/sites/default/files/universidade-de-santa-cruz-do-sul_592560cf2aeae70239af551f_medium.jpg,83.8,38,23.6,170,5.5,=114,16.8,=150,66.2,84,19.3,=170,42.1,88,10.6,=108
=195,196,Universidad ESAN,Peru,Surco,Latin America,n/a,https://www.topuniversities.com/universities/universidad-esan,https://www.topuniversities.com/sites/default/files/universidad-esan_59804a8dacb2954ac47ed1f2_medium.jpg,17.5,=165,15.2,=179,14.6,=113,19.3,=149,19.2,=166,11.5,=170,1,=161,44.3,73
196,197,Escuela Colombiana de Ingeniería Julio Garavito ,Colombia,Bogotá,Latin America,n/a,https://www.topuniversities.com/universities/escuela-colombiana-de-ingenieria-julio-garavito,https://www.topuniversities.com/sites/default/files/escuela-colombiana-de-ingeniera-julio-garavito-_592560cf2aeae70239af547d_medium.jpg,49.3,121,6.4,=179,11.5,=114,46.4,90,4.1,=166,33,=170,11.7,=161,23.9,=108
196,198,Federal University of Tocantins,Brazil,Palmas,Latin America,n/a,https://www.topuniversities.com/universities/federal-university-tocantins,,17.3,=165,23.4,171,1.2,=114,82.4,28,95.4,36,17,=170,n/a,n/a,n/a,n/a
196,199,Fundação Universidade Federal do Vale do São Francisco ,Brazil,Petrolina,Latin America,n/a,https://www.topuniversities.com/universities/fundacao-universidade-federal-do-vale-do-sao-francisco,https://www.topuniversities.com/sites/default/files/fundao-universidade-federal-do-vale-do-so-francisco-_592560cf2aeae70239af5481_medium.jpg,12.9,=165,35.1,127,6.1,=114,64.7,55,68.5,76,29.6,=170,15.9,=161,8.9,=108
196,200,National University of the Patagonia San Juan Bosco,Argentina,Comodoro Rivadavia,Latin America,n/a,https://www.topuniversities.com/universities/national-university-patagonia-san-juan-bosco,https://www.topuniversities.com/sites/default/files/national-university-of-the-patagonia-san-juan-bosco_592560df9988f300e23208d0_medium.jpg,30.1,=165,8.2,=179,16.8,=114,77.7,34,n/a,n/a,27.5,=170,22.9,=161,6.9,=108
196,201,Universidad Antonio Narino ,Colombia,Bogotá,Latin America,n/a,https://www.topuniversities.com/universities/universidad-antonio-narino,https://www.topuniversities.com/sites/default/files/universidad-antonio-narino-_592560cf2aeae70239af5151_medium.jpg,51.9,108,9.8,=179,18.4,=114,36.2,126,10.8,=166,41,=170,14.7,=161,8.3,=108
196,202,Universidad Arturo Prat ,Chile,Iquique,Latin America,n/a,https://www.topuniversities.com/universities/universidad-arturo-prat,https://www.topuniversities.com/sites/default/files/universidad-arturo-prat-_592560cf2aeae70239af512e_medium.jpg,38,145,34.5,131,7.9,=114,16.6,=150,17,=166,67.1,94,17.6,=161,8.5,=108
196,203,Universidad Autónoma de Bucaramanga - UNAB,Colombia,Bucaramanga,Latin America,n/a,https://www.topuniversities.com/universities/universidad-autonoma-de-bucaramanga-unab,https://www.topuniversities.com/sites/default/files/universidad-autnoma-de-bucaramanga_592560cf2aeae70239af514e_medium.jpg,5.9,=165,14.8,=179,25.7,=114,45.6,92,7.5,=166,25.8,=170,24.5,=161,31.5,97
196,204,Universidad Autónoma del Caribe,Colombia,Barranquilla,Latin America,n/a,https://www.topuniversities.com/universities/universidad-autonoma-del-caribe,https://www.topuniversities.com/sites/default/files/universidad-autnoma-del-caribe_592560cf2aeae70239af5939_medium.jpg,87.1,30,8,=179,6.3,=114,62.4,63,8.1,=166,20.6,=170,11.7,=161,8.7,=108
196,205,Universidad CES,Colombia,Medellín,Latin America,n/a,https://www.topuniversities.com/universities/universidad-ces,https://www.topuniversities.com/sites/default/files/universidad-ces_592560cf2aeae70239af5602_medium.jpg,6.5,=165,17.5,=179,15.4,=114,64.2,56,6.4,=166,42.2,=170,23.9,=161,13.1,=108
196,206,"Universidad Católica ""Nuestra Señora de la Asunción""",Paraguay,Asunción,Latin America,n/a,https://www.topuniversities.com/universities/universidad-catolica-nuestra-senora-de-la-asuncion,https://www.topuniversities.com/sites/default/files/universidad-catlica-nuestra-seora-de-la-asuncin_592560cf2aeae70239af54bd_medium.jpg,15.8,=165,1.9,=179,14,=114,68.5,48,n/a,n/a,22.4,=170,4.8,=161,26.2,=108
196,207,Universidad Católica de Colombia ,Colombia,Bogotá,Latin America,n/a,https://www.topuniversities.com/universities/universidad-catolica-de-colombia,https://www.topuniversities.com/sites/default/files/universidad-catlica-de-colombia-_592560cf2aeae70239af54b3_medium.jpg,5.7,=165,29,151,34.4,102,15.4,=150,12.4,=166,24.7,=170,15.7,=161,25.4,=108
196,208,Universidad Ean,Colombia,Bogotá,Latin America,n/a,https://www.topuniversities.com/universities/universidad-ean,https://www.topuniversities.com/sites/default/files/241113090414pm279246LogoEAN2-90x90.jpg,35.3,163,16.3,=179,25.2,=114,7.5,=150,9.7,=166,23.1,=170,15.1,=161,27.9,106
196,209,Universidad Ecotec,Ecuador,Samborondón,Latin America,n/a,https://www.topuniversities.com/universities/universidad-ecotec,https://www.topuniversities.com/sites/default/files/221109053147pm992564LOGO-ECOTEC-90x90.jpg,48.7,123,13.5,=179,14,=114,17.6,=150,5.6,=166,34,=170,10.3,=161,20.1,=108
196,210,Universidad Internacional del Ecuador UIDE,Ecuador,Quito,Latin America,n/a,https://www.topuniversities.com/universities/universidad-internacional-del-ecuador-uide,https://www.topuniversities.com/sites/default/files/230320095416pm692250UIDE-lf-90x90.jpg,28.7,=165,15.2,=179,22.7,=114,17.1,=150,4.3,=166,33.8,=170,13.3,=161,18.2,=108
196,211,Universidad Nacional de Salta,Argentina,Salta,Latin America,n/a,https://www.topuniversities.com/universities/universidad-nacional-de-salta,https://www.topuniversities.com/sites/default/files/universidad-nacional-de-salta_592560df9988f300e23209ca_medium.jpg,37.1,151,8.3,=179,19.3,=114,15.3,=150,n/a,n/a,51.1,142,26.8,155,13.5,=108
196,212,Universidad Nacional de San Agustín de Arequipa,Peru,Arequipa,Latin America,n/a,https://www.topuniversities.com/universities/universidad-nacional-de-san-agustin-de-arequipa,https://www.topuniversities.com/sites/default/files/universidad-nacional-de-san-agustn-de-arequipa_592560cf2aeae70239af5505_medium.jpg,7.5,=165,52.4,92,30.5,110,4.3,=150,3.9,=166,42.4,=170,15.6,=161,25.4,=108
196,213,Universidad Nacional de San Juan,Argentina,San Juan,Latin America,n/a,https://www.topuniversities.com/universities/universidad-nacional-de-san-juan,https://www.topuniversities.com/sites/default/files/universidad-nacional-de-san-juan_592560df9988f300e23209c4_medium.jpg,13.8,=165,7.2,=179,22.8,=114,77.6,35,n/a,n/a,44.4,164,25.3,=161,8,=108
196,214,Universidad Nacional de Trujillo,Peru,Trujillo,Latin America,n/a,https://www.topuniversities.com/universities/universidad-nacional-de-trujillo,https://www.topuniversities.com/sites/default/files/universidad-nacional-de-trujillo_592560cf2aeae70239af5506_medium.jpg,2.7,=165,8,=179,26.7,=114,25.1,=150,39.5,125,51,143,25.3,=161,9.4,=108
196,215,Universidad Nacional de la Pampa,Argentina,Santa Rosa,Latin America,n/a,https://www.topuniversities.com/universities/universidad-nacional-de-la-pampa,https://www.topuniversities.com/sites/default/files/universidad-nacional-de-la-pampa_592560df9988f300e23209cd_medium.jpg,10.6,=165,10.3,=179,14.3,=114,66.6,52,n/a,n/a,44.3,165,17.2,=161,12.1,=108
196,216,Universidad Ricardo Palma ,Peru,Lima,Latin America,n/a,https://www.topuniversities.com/universities/universidad-ricardo-palma,https://www.topuniversities.com/sites/default/files/universidad-ricardo-palma-_592560cf2aeae70239af515a_medium.jpg,2.2,=165,9.7,=179,21,=114,29.1,=150,30.1,154,23.4,=170,26.3,160,22.7,=108
196,217,Universidad Santiago De Cali ,Colombia,Cali,Latin America,n/a,https://www.topuniversities.com/universities/universidad-santiago-de-cali,https://www.topuniversities.com/sites/default/files/universidad-santiago-de-cali-_592560cf2aeae70239af5513_medium.jpg,61,81,11.7,=179,14,=114,15,=150,5.1,=166,36.2,=170,17.8,=161,17.6,=108
196,218,Universidad Santo Tomás - Chile,Chile,Santiago,Latin America,n/a,https://www.topuniversities.com/universities/universidad-santo-tomas-chile,https://www.topuniversities.com/sites/default/files/universidad-santo-toms-chile_592560df9988f300e23209e7_medium.jpg,44.6,131,16,=179,15.6,=114,17,=150,5.9,=166,66.4,95,8.3,=161,18.2,=108
196,219,Universidad Santo Tomás - Colombia,Colombia,Bogotá,Latin America,n/a,https://www.topuniversities.com/universities/universidad-santo-tomas-colombia,https://www.topuniversities.com/sites/default/files/universidad-santo-toms-colombia_592560cf2aeae70239af5516_medium.jpg,7.7,=165,9.4,=179,28.6,=114,21,=150,4.3,=166,24.3,=170,14.4,=161,31.8,96
196,220,Universidad Tecnológica de Bolívar,Colombia,Cartagena,Latin America,n/a,https://www.topuniversities.com/universities/universidad-tecnologica-de-bolivar,https://www.topuniversities.com/sites/default/files/universidad-tecnolgica-de-bolvar_592560cf2aeae70239af5377_medium.jpg,22,=165,85.9,40,14.3,=114,8.4,=150,21.3,=166,29.2,=170,8.6,=161,21.3,=108
196,221,Universidad de Atacama,Chile,Copiapo,Latin America,n/a,https://www.topuniversities.com/universities/universidad-de-atacama,https://www.topuniversities.com/sites/default/files/universidad-de-atacama_592560cf2aeae70239af5134_medium.jpg,65.9,66,81.5,46,7.9,=114,5.2,=150,16.3,=166,65.5,98,18.2,=161,9.1,=108
196,222,Universidad de Caldas ,Colombia,Manizales,Latin America,n/a,https://www.topuniversities.com/universities/universidad-de-caldas,https://www.topuniversities.com/sites/default/files/universidad-de-caldas-_592560cf2aeae70239af54c4_medium.jpg,6.4,=165,27.8,156,26.1,=114,26.9,=150,8.7,=166,33.6,=170,35,116,13.6,=108
196,223,Universidad de Ciencias Empresariales y Sociales (UCES),Argentina,Buenos Aires,Latin America,n/a,https://www.topuniversities.com/universities/universidad-de-ciencias-empresariales-y-sociales-uces,https://www.topuniversities.com/sites/default/files/universidad-de-ciencias-empresariales-y-sociales-uces_592560cf2aeae70239af54c7_medium.jpg,n/a,n/a,1.1,=179,12,=114,82.9,27,14.1,=166,n/a,n/a,45,79,29.3,104
196,224,Universidad de Las Américas,Chile,Santiago,Latin America,n/a,https://www.topuniversities.com/universities/universidad-de-las-americas-chile-udla,https://www.topuniversities.com/sites/default/files/universidad-de-las-amricas-chile-udla_592560e09988f300e2320bbd_medium.jpg,15.8,=165,9.7,=179,26.2,=114,21.1,=150,10.4,=166,46.9,152,17.9,=161,25.5,=108
196,225,Universidad del Salvador,Argentina,Buenos Aires,Latin America,n/a,https://www.topuniversities.com/universities/universidad-del-salvador,https://www.topuniversities.com/sites/default/files/universidad-del-salvador_592560cf2aeae70239af511d_medium.jpg,2.9,=165,4.3,=179,22.2,=114,50,84,16.4,=166,5.5,=170,20.8,=161,42.1,74
196,226,Universidad del Tolima,Colombia,Ibagué,Latin America,n/a,https://www.topuniversities.com/universities/universidad-del-tolima,https://www.topuniversities.com/sites/default/files/universidad-del-tolima_592560cf2aeae70239af54ef_medium.jpg,21.1,=165,11.1,=179,14.6,=114,82.1,29,3.5,=166,24.7,=170,23,=161,10.9,=108
196,227,Universidade Católica Dom Bosco,Brazil,Campo Grande,Latin America,n/a,https://www.topuniversities.com/universities/universidade-catolica-dom-bosco,https://www.topuniversities.com/sites/default/files/universidade-catlica-dom-bosco_592560cf2aeae70239af536b_medium.jpg,100,3,87.7,36,5.5,=114,7.3,=150,27,165,28.5,=170,12.6,=161,5.4,=108
196,228,Universidade Estadual do Rio Grande do Sul ,Brazil,Bagé,Latin America,n/a,https://www.topuniversities.com/universities/universidade-estadual-do-rio-grande-do-sul,https://www.topuniversities.com/sites/default/files/universidade-estadual-do-rio-grande-do-sul-_592560cf2aeae70239af5535_medium.jpg,13.5,=165,21,=179,10.9,=114,27.3,=150,96.7,24,13.2,=170,13.7,=161,8.7,=108
196,229,Universidade Federal de Roraima,Brazil,Boa Vista,Latin America,n/a,https://www.topuniversities.com/universities/universidade-federal-de-roraima,https://www.topuniversities.com/sites/default/files/universidade-federal-de-roraima_592560cf2aeae70239af5630_medium.jpg,16.1,=165,15.6,=179,2.3,=114,72.4,42,56.7,101,18.4,=170,40.3,97,7.9,=108
196,230,Universidade Federal do Acre,Brazil,Rio Branco,Latin America,n/a,https://www.topuniversities.com/universities/universidade-federal-do-acre,https://www.topuniversities.com/sites/default/files/universidade-federal-do-acre_592560cf2aeae70239af5545_medium.jpg,9.7,=165,19.7,=179,5.6,=114,55.6,74,44.2,117,47.3,151,39.1,102,3.6,=108
196,231,Universidade Federal do Triângulo Mineiro,Brazil,Uberaba,Latin America,n/a,https://www.topuniversities.com/universities/universidade-federal-do-triangulo-mineiro,https://www.topuniversities.com/sites/default/files/universidade-federal-do-tringulo-mineiro_592560cf2aeae70239af5550_medium.jpg,18,=165,51.2,94,1,=114,46.1,91,96.7,25,15.9,=170,12.3,=161,3.6,=108
196,232,Universidade Feevale,Brazil,Novo Hamburgo,Latin America,n/a,https://www.topuniversities.com/universities/universidade-feevale,,79.7,47,25.7,162,1.5,=114,24.9,=150,64.3,87,15.9,=170,24.4,=161,n/a,n/a
196,233,Universidade Tiradentes,Brazil,Aracaju,Latin America,n/a,https://www.topuniversities.com/universities/universidade-tiradentes,,99.9,6,31.4,144,2,=114,15,=150,33.9,143,44.1,166,n/a,n/a,n/a,n/a
196,234,Universidade de Caxias do Sul ,Brazil,Caxias do Sul,Latin America,n/a,https://www.topuniversities.com/universities/universidade-de-caxias-do-sul,https://www.topuniversities.com/sites/default/files/universidade-de-caxias-do-sul-_592560cf2aeae70239af551d_medium.jpg,93,18,40.7,112,5.6,=114,13.5,=150,21.5,=166,38.5,=170,41.6,92,5.3,=108
196,235,Universidade de Pernambuco,Brazil,Recife,Latin America,n/a,https://www.topuniversities.com/universities/universidade-de-pernambuco,https://www.topuniversities.com/sites/default/files/220906021040pm503232upe-universidade-de-pernambuco-logo-22AD28A03D-seeklogo.com-90x90.jpg,25,=165,17.4,=179,10.8,=114,99,7,n/a,n/a,51.5,140,28.9,144,5.3,=108
196,236,Universidade do Estado da Bahia ,Brazil,Salvador,Latin America,n/a,https://www.topuniversities.com/universities/universidade-do-estado-da-bahia,https://www.topuniversities.com/sites/default/files/universidade-do-estado-da-bahia-_592560cf2aeae70239af5524_medium.jpg,8.2,=165,7,=179,9.6,=114,65.1,54,34.7,140,23.9,=170,26.4,158,13.4,=108
196,237,Universidade do Vale do Taquari Univates,Brazil,Lajeado,Latin America,n/a,https://www.topuniversities.com/universities/universidade-do-vale-do-taquari-univates,,58.5,88,33.2,137,1.5,=114,43.5,102,60.5,91,17.9,=170,n/a,n/a,n/a,n/a
237,238,Anton de Kom Universitiet van Suriname,Suriname,Paramaribo,Latin America,n/a,https://www.topuniversities.com/universities/anton-de-kom-universitiet-van-suriname,,91.2,23,12.5,=179,7.1,=114,36.2,125,n/a,n/a,15.8,=170,6.6,=161,10.8,=108
237,239,Centro Universitario de Araraquara,Brazil,Araraquara,Latin America,n/a,https://www.topuniversities.com/universities/centro-universitario-de-araraquara,,100,1,7,=179,3.3,=114,25.2,=150,53.5,105,n/a,n/a,8.4,=161,n/a,n/a
237,240,Escuela Superior Politecnica de Chimborazo (ESPOCH),Ecuador,Riobamba,Latin America,n/a,https://www.topuniversities.com/universities/escuela-superior-politecnica-de-chimborazo-espoch,https://www.topuniversities.com/sites/default/files/220222012310pm950778logo-ESPOCH-90x90.jpg,7.6,=165,9,=179,15.6,=114,22,=150,6.3,=166,48,149,18.1,=161,16.9,=108
237,241,FURB Universidade Regional de Blumenau,Brazil,Blumenau,Latin America,n/a,https://www.topuniversities.com/universities/furb-universidade-regional-de-blumenau,https://www.topuniversities.com/sites/default/files/universidade-regional-de-blumenau_592560cf2aeae70239af5554_medium.jpg,33.4,=165,21.4,178,2.7,=114,23.1,=150,34.2,141,31.6,=170,30.3,137,7.1,=108
237,242,"Instituto Federal de Educação, Ciência e Tecnologia de Santa Catarina",Brazil,Florianópolis,Latin America,n/a,https://www.topuniversities.com/universities/instituto-federal-de-educacao-ciencia-e-tecnologia-de-santa-catarina,https://www.topuniversities.com/sites/default/files/newman-university-college_2100_large.jpg,1.5,=165,2.4,=179,1.4,=114,99.1,5,66.7,81,3.8,=170,n/a,n/a,n/a,n/a
237,243,Nove de Julho University - UNINOVE,Brazil,São Paulo,Latin America,n/a,https://www.topuniversities.com/universities/nove-de-julho-university-uninove,https://www.topuniversities.com/sites/default/files/universidade-nove-de-julho-uninove_592560cf2aeae70239af5ac7_medium.jpg,48.4,124,4.3,=179,1.8,=114,7.8,=150,23.6,=166,25.5,=170,29.5,142,31.9,95
237,244,UNNOBA,Argentina,Junín,Latin America,n/a,https://www.topuniversities.com/universities/unnoba,https://www.topuniversities.com/sites/default/files/unnoba_59b12275ca24f36e665f24d3_medium.jpg,4.6,=165,7.4,=179,20.5,=114,12.7,=150,9.5,=166,18.1,=170,10.8,=161,27.8,=108
237,245,Universidad Abierta Interamericana,Argentina,Buenos Aires,Latin America,n/a,https://www.topuniversities.com/universities/universidad-abierta-interamericana,https://www.topuniversities.com/sites/default/files/universidad-abierta-interamericana_592560cf2aeae70239af5490_medium.jpg,2.3,=165,2.3,=179,11.8,=114,81.9,30,9.2,=166,8.6,=170,16,=161,25.7,=108
237,246,"Universidad Católica Boliviana ""San Pablo"" (UCB)",Bolivia,La Paz,Latin America,n/a,https://www.topuniversities.com/universities/universidad-catolica-boliviana-san-pablo-ucb,https://www.topuniversities.com/sites/default/files/universidad-catlica-boliviana-_592560cf2aeae70239af561d_medium.jpg,8,=165,5.2,=179,21,=114,13.1,=150,6.6,=166,36,=170,16.6,=161,25.4,=108
237,247,Universidad Católica San Pablo,Peru,Arequipa,Latin America,n/a,https://www.topuniversities.com/universities/universidad-catolica-san-pablo,https://www.topuniversities.com/sites/default/files/universidad-catlica-san-pablo_5c86368510ca6067ba7e0339_medium.jpg,2.8,=165,21.4,=179,25.1,=114,6.8,=150,17.2,=166,27.1,=170,13.4,=161,20.6,=108
237,248,Universidad Cooperativa de Colombia,Colombia,Arauca,Latin America,n/a,https://www.topuniversities.com/universities/universidad-cooperativa-de-colombia,https://www.topuniversities.com/sites/default/files/universidad-cooperativa-de-colombia_592560e49988f300e2321915_medium.jpg,11.3,=165,5,=179,19.7,=114,31.3,=150,2.7,=166,46.7,153,19.6,=161,6.6,=108
237,249,Universidad Finis Terrae,Chile,Santiago,Latin America,n/a,https://www.topuniversities.com/universities/universidad-finis-terrae,https://www.topuniversities.com/sites/default/files/universidad-finis-terrae_592560df9988f300e23209dc_medium.jpg,10.6,=165,24,169,17.4,=114,22.4,=150,10.3,=166,33.7,=170,1,=161,13.4,=108
237,250,Universidad Militar Nueva Granada,Colombia,Bogotá,Latin America,n/a,https://www.topuniversities.com/universities/universidad-militar-nueva-granada,https://www.topuniversities.com/sites/default/files/universidad-militar-nueva-granada_5b5dc6e09ed41920e17ccd76_medium.jpg,23.4,=165,22.5,176,15.7,=114,15.7,=150,8.1,=166,40.4,=170,11.7,=161,13.8,=108
237,251,Universidad Nacional de La Matanza,Argentina,San Justo,Latin America,n/a,https://www.topuniversities.com/universities/universidad-nacional-de-la-matanza,https://www.topuniversities.com/sites/default/files/250130020428pm531830UNLaM-verde-negativo-2000px-90x90.jpg,17.6,=165,2.5,=179,12.9,=114,67.1,50,2.8,=166,20.2,=170,12.6,=161,21.4,=108
237,252,Universidad Nacional del Nordeste (UNNE),Argentina,Corrientes,Latin America,n/a,https://www.topuniversities.com/universities/universidad-nacional-del-nordeste-unne,https://www.topuniversities.com/sites/default/files/universidad-nacional-del-nordeste-unne_592560cf2aeae70239af5508_medium.jpg,6.1,=165,6.7,=179,22.1,=114,15.2,=150,19.3,=166,41.8,=170,48.2,72,10.5,=108
237,253,Universidad Norbert Wiener,Peru,Cercado de Lima,Latin America,n/a,https://www.topuniversities.com/universities/universidad-norbert-wiener,https://www.topuniversities.com/sites/default/files/230208033341pm856128logo-90x90.jpg,2.7,=165,10,=179,9,=114,85.2,24,11.3,=166,32.9,=170,13,=161,7.1,=108
237,254,Universidad Pedagógica y Tecnológica de Colombia,Colombia,Tunja,Latin America,n/a,https://www.topuniversities.com/universities/universidad-pedagogica-y-tecnologica-de-colombia,https://www.topuniversities.com/sites/default/files/231213101149pm225046Esudo-200-px-90x90.jpg,8.7,=165,15.8,=179,14,=114,23.8,=150,13.2,=166,41.9,=170,19.6,=161,17,=108
237,255,Universidad Privada del Norte,Peru,Trujillo,Latin America,n/a,https://www.topuniversities.com/universities/universidad-privada-del-norte,https://www.topuniversities.com/sites/default/files/220131034949pm329842logo-upn-90x90.jpg,1,=165,6.3,=179,23.2,=114,5.9,=150,4.5,=166,57.6,116,16.4,=161,22,=108
237,256,Universidad Siglo 21,Argentina,Córdoba,Latin America,n/a,https://www.topuniversities.com/universities/universidad-siglo-21,https://www.topuniversities.com/sites/default/files/250130025802pm622916Logo200x200-90x90.jpg,99,9,2,=179,6.4,=114,2.4,=150,19.8,=166,7.1,=170,22.3,=161,16.8,=108
237,257,Universidad Simón Bolívar (Colombia),Colombia,Barranquilla,Latin America,n/a,https://www.topuniversities.com/universities/universidad-simon-bolivar-colombia,https://www.topuniversities.com/sites/default/files/universidad-simn-bolvar_592560cf2aeae70239af5603_medium.jpg,23.2,=165,7.8,=179,17.4,=114,14.3,=150,10.1,=166,41.4,=170,13.2,=161,8.3,=108
237,258,Universidad de Nariño ,Colombia,Pasto,Latin America,n/a,https://www.topuniversities.com/universities/universidad-de-narino,https://www.topuniversities.com/sites/default/files/universidad-de-nario-_592560cf2aeae70239af54d6_medium.jpg,28.5,=165,15.2,=179,20.8,=114,13.1,=150,11.5,=166,21.6,=170,26.4,159,6.7,=108
237,259,Universidad de Playa Ancha,Chile,Valparaíso,Latin America,n/a,https://www.topuniversities.com/universities/universidad-de-playa-ancha,https://www.topuniversities.com/sites/default/files/universidad-de-playa-ancha_592560df9988f300e23209e1_medium.jpg,12.9,=165,49.1,96,14,=114,22.1,=150,21.3,=166,39.4,=170,21.4,=161,n/a,n/a
