rank_display,rank,name,country,city,region,overall_score,url,logo,employer_reputation_score,employer_reputation_rank,h_index_citations_score,h_index_citations_rank,citations_per_paper_score,citations_per_paper_rank,academic_reputation_score,academic_reputation_rank
301-375,340,Tianjin University,China (Mainland),Tianjin,Asia,n/a,https://www.topuniversities.com/universities/tianjin-university,https://www.topuniversities.com/sites/default/files/tianjin-university_609_medium.jpg,61.1,101+,86.3,=24,80.4,63,44.6,101+
301-375,341,Tongji University,China (Mainland),Shanghai,Asia,n/a,https://www.topuniversities.com/universities/tongji-university,https://www.topuniversities.com/sites/default/files/tongji-university_617_medium.jpg,63.5,101+,66.7,101+,65,101+,50.8,101+
301-375,342,Universidad EAFIT,Colombia,Medellin,Latin America,n/a,https://www.topuniversities.com/universities/universidad-eafit,https://www.topuniversities.com/sites/default/files/universidad-eafit_592560cf2aeae70239af4d9b_medium.jpg,62.9,101+,50.4,101+,26.2,101+,60.2,101+
301-375,343,Universidade Católica Portuguesa,Portugal,Lisbon,Europe,n/a,https://www.topuniversities.com/universities/universidade-catolica-portuguesa,https://www.topuniversities.com/sites/default/files/260414111537am918917020926-CATOLICA-LogoMarca-CMYK-Logo-Catolica-Dark-Blue-90x90.jpg,53.6,101+,61.8,101+,53.8,101+,60.6,101+
301-375,344,Universidade Estadual de Campinas (Unicamp),Brazil,Campinas,Latin America,n/a,https://www.topuniversities.com/universities/universidade-estadual-de-campinas-unicamp,https://www.topuniversities.com/sites/default/files/universidade-estadual-de-campinas-unicamp_96_medium.jpg,65.6,101+,43.7,101+,35.5,101+,56.9,101+
301-375,345,Universidade Federal do Rio de Janeiro,Brazil,Rio de Janeiro,Latin America,n/a,https://www.topuniversities.com/universities/universidade-federal-do-rio-de-janeiro,https://www.topuniversities.com/sites/default/files/220127083943pm152751UFRJ-Vertical-Impresso-Positivo-ai-90x90.jpg,60.4,101+,53.9,101+,43.2,101+,59.2,101+
301-375,346,Universitas Brawijaya ,Indonesia,Malang,Asia,n/a,https://www.topuniversities.com/universities/universitas-brawijaya,https://www.topuniversities.com/sites/default/files/university-of-brawijaya_761_medium.jpg,58.6,101+,69.2,101+,59.5,101+,52.2,101+
301-375,347,Universitas Sebelas Maret,Indonesia,Surakarta,Asia,n/a,https://www.topuniversities.com/universities/universitas-sebelas-maret,https://www.topuniversities.com/sites/default/files/universitas-sebelas-maret_592560cf2aeae70239af4e43_medium.jpg,49.9,101+,64.9,101+,59.2,101+,58.1,101+
301-375,348,Universite libre de Bruxelles,Belgium,Brussels,Europe,n/a,https://www.topuniversities.com/universities/universite-libre-de-bruxelles,https://www.topuniversities.com/sites/default/files/universite-libre-de-bruxelles_75_medium.jpg,63.8,101+,60.7,101+,44.9,101+,56.5,101+
301-375,349,"University of California, Davis",United States,Davis,North America,n/a,https://www.topuniversities.com/universities/university-california-davis,https://www.topuniversities.com/sites/default/files/university-of-california-davis_592560cf2aeae70239af4ad8_medium.jpg,61.3,101+,64.9,101+,64.4,101+,53.6,101+
301-375,350,"University of California, Irvine",United States,Irvine,North America,n/a,https://www.topuniversities.com/universities/university-california-irvine,https://www.topuniversities.com/sites/default/files/251015062328pm672635SSoE-200x200-90x90.jpg,56.1,101+,68.4,101+,69.1,101+,55.2,101+
301-375,351,University of Cologne,Germany,Cologne,Europe,n/a,https://www.topuniversities.com/universities/university-cologne,https://www.topuniversities.com/sites/default/files/university-of-cologne_592560cf2aeae70239af4bc6_medium.jpg,56.9,101+,68.4,101+,62.1,101+,52.3,101+
301-375,352,University of Dhaka,Bangladesh,Dhaka,Asia,n/a,https://www.topuniversities.com/universities/university-dhaka,https://www.topuniversities.com/sites/default/files/university-of-dhaka_158_medium.jpg,57.6,101+,68.4,101+,58.1,101+,57,101+
301-375,353,University of Dundee.,United Kingdom,Dundee,Europe,n/a,https://www.topuniversities.com/universities/university-dundee,https://www.topuniversities.com/sites/default/files/241024102555am216937UoD-shield-RGB-90x90.jpg,51.6,101+,64.9,101+,64.5,101+,55.2,101+
301-375,354,"University of Economics Ho Chi Minh City, Viet Nam",Vietnam,Ho Chi Minh City,Asia,n/a,https://www.topuniversities.com/universities/university-economics-ho-chi-minh-city-viet-nam,https://www.topuniversities.com/sites/default/files/220112034159am170290logo-ueh-90x90.jpg,46.8,101+,100,1,95.9,5,46.5,101+
301-375,355,University of Edinburgh Business School,United Kingdom,Edinburgh,Europe,n/a,https://www.topuniversities.com/universities/university-edinburgh-business-school,https://www.topuniversities.com/sites/default/files/241004044655pm958536256x256bb-90x90.jpg,43.3,101+,72.1,101+,67.9,101+,61,101+
301-375,356,University of Granada,Spain,Granada,Europe,n/a,https://www.topuniversities.com/universities/university-granada,https://www.topuniversities.com/sites/default/files/university-of-granada_235_medium.jpg,52,101+,70,101+,66.6,101+,58.7,101+
301-375,357,University of International Business and Economics,China (Mainland),Beijing,Asia,n/a,https://www.topuniversities.com/universities/university-international-business-economics,https://www.topuniversities.com/sites/default/files/university-of-international-business-and-economics_592560cf2aeae70239af5265_medium.jpg,43.9,101+,86.3,=24,78.9,90,55.5,101+
301-375,358,University of Ottawa,Canada,Ottawa,North America,n/a,https://www.topuniversities.com/universities/university-ottawa,https://www.topuniversities.com/sites/default/files/university-of-ottawa_475_medium.jpg,60.6,101+,74.7,101+,75.4,101+,50.1,101+
301-375,359,University of Pisa,Italy,Pisa,Europe,n/a,https://www.topuniversities.com/universities/university-pisa,https://www.topuniversities.com/sites/default/files/university-of-pisa_499_medium.jpg,55.1,101+,68.4,101+,61.3,101+,52.9,101+
301-375,360,University of Pittsburgh,United States,Pittsburgh,North America,n/a,https://www.topuniversities.com/universities/university-pittsburgh,https://www.topuniversities.com/sites/default/files/250923063818pm705607114803-Grad-Stud-Logo-Resize-for-Handshake-Profile-150x150-90x90.jpg,56.3,101+,63.9,101+,71.4,101+,55.5,101+
301-375,361,University of Porto,Portugal,Porto,Europe,n/a,https://www.topuniversities.com/universities/university-porto,https://www.topuniversities.com/sites/default/files/220603114500am903324university-of-porto-logo-90x90.jpg,57.3,101+,62.9,101+,64.7,101+,56.3,101+
301-375,362,University of Portsmouth,United Kingdom,Portsmouth,Europe,n/a,https://www.topuniversities.com/universities/university-portsmouth,https://www.topuniversities.com/sites/default/files/220208040544pm645473UoP-logo-200x200px-90x90.jpg,45,101+,84.1,=40,82.6,41,54.2,101+
301-375,363,"University of Rome ""Tor Vergata""",Italy,Rome,Europe,n/a,https://www.topuniversities.com/universities/university-rome-tor-vergata,https://www.topuniversities.com/sites/default/files/university-of-rome-tor-vergata_592560cf2aeae70239af4c99_medium.jpg,54.9,101+,63.9,101+,57.1,101+,54.8,101+
301-375,364,University of Science and Technology of China,China (Mainland),Hefei,Asia,n/a,https://www.topuniversities.com/universities/university-science-technology-china,https://www.topuniversities.com/sites/default/files/university-of-science-and-technology-of-china_122_medium.jpg,63.6,101+,66.7,101+,55.2,101+,51.7,101+
301-375,365,University of South Carolina,United States,Columbia,North America,n/a,https://www.topuniversities.com/universities/university-south-carolina,https://www.topuniversities.com/sites/default/files/university-of-south-carolina_539_medium.jpg,47.5,101+,74,101+,78.1,=100,56.3,101+
301-375,366,University of Witwatersrand,South Africa,Johannesburg,Africa,n/a,https://www.topuniversities.com/universities/university-witwatersrand,https://www.topuniversities.com/sites/default/files/university-of-the-witwatersrand_679_medium.jpg,55.3,101+,77.5,101+,71.2,101+,53.6,101+
301-375,367,University of York,United Kingdom,York,Europe,n/a,https://www.topuniversities.com/universities/university-york,https://www.topuniversities.com/sites/default/files/250204120245pm633652UOY-Logo-Stacked-shield-Black-white-background-200x200px-90x90.jpg,58.4,101+,64.9,101+,53.7,101+,56.7,101+
301-375,368,Université Laval,Canada,Québec,North America,n/a,https://www.topuniversities.com/universities/universite-laval,https://www.topuniversities.com/sites/default/files/laval-university_337_medium.jpg,42.9,101+,70,101+,64.5,101+,60.8,101+
301-375,369,Université Toulouse 1 Capitole,France,Toulouse,Europe,n/a,https://www.topuniversities.com/universities/universite-toulouse-1-capitole,https://www.topuniversities.com/sites/default/files/universit-toulouse-1-capitole_620_medium.jpg,43.5,101+,60.7,101+,58.9,101+,62.4,101+
301-375,370,Université de Tunis El Manar,Tunisia,Tunis,Africa,n/a,https://www.topuniversities.com/universities/universite-de-tunis-el-manar,https://www.topuniversities.com/sites/default/files/universit-de-tunis-el-manar_592560cf2aeae70239af5472_medium.jpg,45.9,101+,74.7,101+,70.5,101+,60.6,101+
301-375,371,Utrecht University,Netherlands,Utrecht,Europe,n/a,https://www.topuniversities.com/universities/utrecht-university,https://www.topuniversities.com/sites/default/files/utrecht-university_646_medium.jpg,61.3,101+,69.2,101+,57.7,101+,54.5,101+
301-375,372,"Vietnam National University, Hanoi",Vietnam,Hanoi,Asia,n/a,https://www.topuniversities.com/universities/vietnam-national-university-hanoi,https://www.topuniversities.com/sites/default/files/vietnam-national-university-hanoi-_592560cf2aeae70239af523a_medium.jpg,57.5,101+,86.3,=24,91.7,8,46,101+
301-375,373,Virginia Polytechnic Institute and State University,United States,Blacksburg,North America,n/a,https://www.topuniversities.com/universities/virginia-polytechnic-institute-state-university,https://www.topuniversities.com/sites/default/files/virginia-polytechnic-institute-and-state-university_592560cf2aeae70239af4d15_medium.jpg,58.6,101+,70,101+,66.4,101+,49.6,101+
301-375,374,Xi’an Jiaotong University,China (Mainland),Xi'an,Asia,n/a,https://www.topuniversities.com/universities/xian-jiaotong-university,https://www.topuniversities.com/sites/default/files/xian-jiaotong-university_683_medium.jpg,56.9,101+,84.1,=40,72.9,101+,47.4,101+
301-375,375,Zayed University,United Arab Emirates,"Abu Dhabi,",Asia,n/a,https://www.topuniversities.com/universities/zayed-university,https://www.topuniversities.com/sites/default/files/zayed-university_592560cf2aeae70239af4f36_medium.jpg,50.7,101+,84.9,=35,85.4,=26,47.4,101+
301-375,376,emlyon business school,France,LYON,Europe,n/a,https://www.topuniversities.com/universities/emlyon-business-school,https://www.topuniversities.com/sites/default/files/211005052214pm924585emlyon-logo-seul-cmjn-90x90.jpg,59.9,101+,60.7,101+,51,101+,58.7,101+
